Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R03.mzML
Q07065	CKAP4_HUMAN	CKAP4	Cytoskeleton-associated protein 4	6.03291e+07
Q07157	ZO1_HUMAN	TJP1	Tight junction protein ZO-1	3.51033e+06
Q07451	YET3_YEAST	YET3	Endoplasmic reticulum transmembrane protein 3	1.6177e+06
Q07478	SUB2_YEAST	SUB2	ATP-dependent RNA helicase SUB2	9.15819e+06
Q07505	DLHH_YEAST	YDL086W	Putative carboxymethylenebutenolidase	6.05001e+06
Q07551	KAR_YEAST	YDL124W	NADPH-dependent alpha-keto amide reductase	3.33745e+07
Q07648	DTD_YEAST	DTD1	D-aminoacyl-tRNA deacylase	1.05964e+06
Q07653	HBT1_YEAST	HBT1	Protein HBT1	1.35002e+07
Q07657	SHS1_YEAST	SHS1	Seventh homolog of septin 1	1.25483e+06
Q07666	KHDR1_HUMAN	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	4.09991e+07
Q07716	AIM6_YEAST	AIM6	Altered inheritance of mitochondria protein 6	1.20118e+06
Q07749	ADF2_CAEEL	unc-60	Actin-depolymerizing factor 2, isoform c	2.88922e+07
Q07750	ADF1_CAEEL	unc-60	Actin-depolymerizing factor 1, isoforms a/b	1.74497e+07
Q07812	BAX_HUMAN	BAX	Apoptosis regulator BAX	7.02788e+06
Q07820	MCL1_HUMAN	MCL1	Induced myeloid leukemia cell differentiation protein Mcl-1	641976
Q07825	FRA1_YEAST	FRA1	Putative Xaa-Pro aminopeptidase FRA1	1.38634e+06
Q07864	DPOE1_HUMAN	POLE	DNA polymerase epsilon catalytic subunit A	4.23322e+06
Q07866	KLC1_HUMAN	KLC1	Kinesin light chain 1	5.01872e+06
Q07914	TIM14_YEAST	PAM18	Mitochondrial import inner membrane translocase subunit TIM14	412000
Q07954	LRP1_HUMAN	LRP1	Prolow-density lipoprotein receptor-related protein 1	1.60621e+06
Q07955	SRSF1_HUMAN	SRSF1	Serine/arginine-rich splicing factor 1	1.46719e+08
Q07960	RHG01_HUMAN	ARHGAP1	Rho GTPase-activating protein 1	6.05606e+07
Q08117	TLE5_HUMAN	TLE5	TLE family member 5	1.42125e+06
Q08170	SRSF4_HUMAN	SRSF4	Serine/arginine-rich splicing factor 4	8.4393e+06
Q08193	GAS5_YEAST	GAS5	1,3-beta-glucanosyltransferase GAS5	398022
Q08199	SIL1_YEAST	SIL1	Nucleotide exchange factor SIL1	2.1738e+06
Q08209	PP2BA_HUMAN	PPP3CA	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform	5.92608e+06
Q08211	DHX9_HUMAN	DHX9	ATP-dependent RNA helicase A	7.37784e+07
Q08220	GSHB_YEAST	GSH2	Glutathione synthetase	1.68206e+06
Q08230	SDHF2_YEAST	SDH5	Succinate dehydrogenase assembly factor 2, mitochondrial	363341
Q08235	BRX1_YEAST	BRX1	Ribosome biogenesis protein BRX1	796893
Q08245	ZEO1_YEAST	ZEO1	Protein ZEO1	1.40251e+08
Q08257	QOR_HUMAN	CRYZ	Quinone oxidoreductase	7.45708e+07
Q08273	RBX1_YEAST	HRT1	RING-box protein HRT1	396351
Q08378	GOGA3_HUMAN	GOLGA3	Golgin subfamily A member 3	698581
Q08379	GOGA2_HUMAN	GOLGA2	Golgin subfamily A member 2	3.14623e+06
Q08380	LG3BP_HUMAN	LGALS3BP	Galectin-3-binding protein	5.83556e+06
Q08412	CUE5_YEAST	CUE5	Ubiquitin-binding protein CUE5	3.269e+06
Q08438	VHS3_YEAST	VHS3	Phosphopantothenoylcysteine decarboxylase subunit VHS3	473883
Q08601	MCA1_YEAST	MCA1	Metacaspase-1	1.02281e+06
Q08623	HDHD1_HUMAN	PUDP	Pseudouridine-5'-phosphatase	6.09272e+06
Q08686	THTR_YEAST	TUM1	Thiosulfate sulfurtransferase TUM1	2.2451e+06
Q08722	CD47_HUMAN	CD47	Leukocyte surface antigen CD47	1.2382e+07
Q08723	RPN8_YEAST	RPN8	26S proteasome regulatory subunit RPN8	1.41551e+07
Q08746	RRS1_YEAST	RRS1	Regulator of ribosome biosynthesis	1.18909e+06
Q08752	PPID_HUMAN	PPID	Peptidyl-prolyl cis-trans isomerase D	5.47225e+06
Q08945	SSRP1_HUMAN	SSRP1	FACT complex subunit SSRP1	3.353e+07
Q08969	GRE1_YEAST	GRE1	Protein GRE1	3.27369e+07
Q08971	YP225_YEAST	YPL225W	Protein PBDC1 homolog	9.85364e+06
Q08972	NEW1_YEAST	NEW1	[NU+] prion formation protein 1	6.29926e+06
Q08977	CUB1_YEAST	CUB1	Cu(2+) suppressing and bleomycin sensitive protein 1	3.59384e+06
Q08985	SAM4_YEAST	SAM4	Homocysteine S-methyltransferase 2	3.55796e+06
Q08AD1	CAMP2_HUMAN	CAMSAP2	Calmodulin-regulated spectrin-associated protein 2	875435
Q08AF3	SLFN5_HUMAN	SLFN5	Schlafen family member 5	2.87388e+06
Q08AG7	MZT1_HUMAN	MZT1	Mitotic-spindle organizing protein 1	949526
Q08AM6	VAC14_HUMAN	VAC14	Protein VAC14 homolog	2.89741e+06
Q08J23	NSUN2_HUMAN	NSUN2	RNA cytosine C(5)-methyltransferase NSUN2	4.49078e+07
Q09028	RBBP4_HUMAN	RBBP4	Histone-binding protein RBBP4	8.78539e+07
Q09161	NCBP1_HUMAN	NCBP1	Nuclear cap-binding protein subunit 1	1.65806e+07
Q09165	DIG1_CAEEL	dig-1	Mesocentin	8.96396e+06
Q09216	ERP1A_CAEEL	B0495.7	Putative endoplasmic reticulum metallopeptidase 1-A	2.59029e+06
Q09236	COPD_CAEEL	copd-1	Probable coatomer subunit delta	4.49856e+06
Q09237	GYF1_CAEEL	gyf-1	GYF domain-containing protein gyf-1	1.16068e+07
Q09248	DCTN2_CAEEL	dnc-2	Probable dynactin subunit 2	7.60452e+06
Q09249	YQ53_CAEEL	C16C10.3	Uncharacterized protein C16C10.3	2.01633e+06
Q09253	GLOD4_CAEEL	glod-4	Glyoxalase 1	2.2653e+06
Q09261	RT31_CAEEL	mrps-31	28S ribosomal protein S31, mitochondrial	2.2312e+06
Q09278	YQI5_CAEEL	C45G9.5	Uncharacterized protein C45G9.5	1.89662e+06
Q09285	AKAP1_CAEEL	akap-1	KH domain-containing protein akap-1	806979
Q09289	ADRM1_CAEEL	rpn-13	Proteasomal ubiquitin receptor ADRM1 homolog	1.07563e+07
Q09293	TOFU6_CAEEL	tofu-6	Embryonic developmental protein tofu-6	1.84943e+06
Q09318	YQY2_CAEEL	F36G3.2	Uncharacterized protein F36G3.2	1.51944e+06
Q09321	YR51_CAEEL	F42A8.1	Uncharacterized protein F42A8.1	1.43062e+06
Q09349;Q6BEV4	UBE4_CAEEL	ufd-2	Ubiquitin conjugation factor E4 ufd-2	560696
Q09359	YS11_CAEEL	ZK1307.1	Uncharacterized protein ZK1307.1	5.6904e+06
Q09422	PGAM5_CAEEL	pgam-5	Serine/threonine-protein phosphatase Pgam5, mitochondrial	3.60257e+06
Q09438	MTAP_CAEEL	B0228.7	S-methyl-5'-thioadenosine phosphorylase	1.47172e+06
Q09444	UBH4_CAEEL	ubh-4	Ubiquitin carboxyl-terminal hydrolase ubh-4	7.07565e+06
Q09450	SCOT_CAEEL	C05C10.3	Probable succinyl-CoA:3-ketoacid coenzyme A transferase, mitochondrial	1.55793e+07
Q09464	YQ58_CAEEL	C16C10.8	Uncharacterized protein C16C10.8	1.83096e+06
Q09475	YP93_CAEEL	C28H8.3	Uncharacterized helicase C28H8.3	1.50737e+07
Q09476	PXL1_CAEEL	pxl-1	Paxillin homolog 1	2.84708e+06
Q09486				1.084e+07
Q09489				1.8142e+07
Q09497				6.23967e+06
Q09501	IFP1_CAEEL	ifp-1	Intermediate filament protein ifp-1	6.43075e+06
Q09508	SDHA_CAEEL	sdha-1	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	2.18394e+07
Q09509	FOLC_CAEEL	F25B5.6	Putative folylpolyglutamate synthase	696366
Q09510	MLRH_CAEEL	mlc-4	Myosin regulatory light chain	1.66829e+07
Q09511	RSP4_CAEEL	rsp-4	Probable splicing factor, arginine/serine-rich 4	5.8516e+06
Q09527	KAD6_CAEEL	E02H1.6	Adenylate kinase isoenzyme 6 homolog	4.99305e+06
Q09531	YQP4_CAEEL	F07F6.4	Uncharacterized protein F07F6.4	2.17556e+06
Q09533	RL10_CAEEL	rpl-10	60S ribosomal protein L10	1.16593e+08
Q09535	PCH2_CAEEL	pch-2	Putative pachytene checkpoint protein 2	256435
Q09541	TPP2_CAEEL	tpp-2	Tripeptidyl-peptidase 2	5.60647e+06
Q09543	2AAA_CAEEL	paa-1	Probable serine/threonine-protein phosphatase PP2A regulatory subunit	2.10754e+07
Q09544	ATPD_CAEEL	F58F12.1	ATP synthase subunit delta, mitochondrial	1.36448e+08
Q09545	SDHB_CAEEL	sdhb-1	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	3.13005e+07
Q09567				6.23213e+06
Q09580	GUAA_CAEEL	gmps-1	Probable GMP synthase [glutamine-hydrolyzing]	3.82727e+06
Q09582	METH_CAEEL	metr-1	Probable methionine synthase	2.78551e+06
Q09583	PSA3_CAEEL	pas-7	Proteasome subunit alpha type-3	3.06879e+07
Q09590				2.88386e+06
Q09596	GST5_CAEEL	gst-5	Probable glutathione S-transferase 5	4.60006e+06
Q09603				4.97854e+06
Q09607	GST36_CAEEL	gst-36	Probable glutathione S-transferase gst-36	1.43275e+07
Q09610	LEC8_CAEEL	lec-8	Probable galaptin lec-8	1.00853e+07
Q09614	PTC1_CAEEL	ptc-1	Protein patched homolog 1	161070
Q09622	PUF12_CAEEL	puf-12	Pumilio domain-containing protein 12	2.85292e+06
Q09629	KADY_CAEEL	ZK673.2	Probable adenylate kinase isoenzyme ZK673.2	1.54516e+06
Q09652	GSTK1_CAEEL	gstk-1	Glutathione S-transferase kappa 1	768271
Q09657				9.37696e+06
Q09665	TNNC2_CAEEL	tnc-2	Troponin C, isoform 2	3.5789e+07
Q09666	AHNK_HUMAN	AHNAK	Neuroblast differentiation-associated protein AHNAK	1.45111e+08
Q09931	UBPY_CAEEL	K02C4.3	Probable ubiquitin carboxyl-terminal hydrolase K02C4.3	690392
Q09936	YSE2_CAEEL	C53C9.2	Uncharacterized protein C53C9.2	2.47354e+07
Q09958	EBP2_CAEEL	C18A3.3	Probable rRNA-processing protein EBP2 homolog	7.21007e+06
Q09974				1.93554e+06
Q09975				808913
Q09979				1.21064e+07
Q09996	SYLC_CAEEL	lars-1	Leucine--tRNA ligase	6.76178e+06
Q09EE7;Q94392	NSF_CAEEL	nsf-1		3.32365e+06
Q0G819	PP2B_CAEEL	tax-6	Serine/threonine-protein phosphatase 2B catalytic subunit	8.86533e+06
Q0G839;Q0G840				427828
Q0JRZ9	FCHO2_HUMAN	FCHO2	F-BAR domain only protein 2	395152
Q0P651	ABD18_HUMAN	ABHD18	Protein ABHD18	739619
Q0PNE2	ELP6_HUMAN	ELP6	Elongator complex protein 6	1.57863e+06
Q0VDD8	DYH14_HUMAN	DNAH14	Dynein heavy chain 14, axonemal	2.8707e+06
Q0VDF9	HSP7E_HUMAN	HSPA14	Heat shock 70 kDa protein 14	2.57403e+07
Q0VDG4	SCRN3_HUMAN	SCRN3	Secernin-3	185845
Q0VGL1	LTOR4_HUMAN	LAMTOR4	Ragulator complex protein LAMTOR4	1.70189e+06
Q10013	SMD1_CAEEL	snr-3	Probable small nuclear ribonucleoprotein Sm D1	4.67733e+06
Q10021	RSP5_CAEEL	rsp-5	Probable splicing factor, arginine/serine-rich 5	972200
Q10033	YSI1_CAEEL	F15G9.1	Uncharacterized protein F15G9.1	3.7524e+06
Q10050				95787.5
Q10051	PRP19_CAEEL	prp-19	Pre-mRNA-processing factor 19	1.04914e+07
Q10121	YSD2_CAEEL	C23G10.2	RutC family protein C23G10.2	4.89809e+07
Q10129	RT16_CAEEL	mrps-16	Probable 28S ribosomal protein S16, mitochondrial	2.104e+06
Q10131	CEX1_CAEEL	cex-1	Calexcitin-1	1.47101e+06
Q10454	KARG1_CAEEL	F46H5.3	Probable arginine kinase F46H5.3	1.76933e+08
Q10457	PUR6_CAEEL	pacs-1	Probable multifunctional protein ADE2	3.22017e+06
Q10462	CAH5_CAEEL	cah-5	Putative carbonic anhydrase 5	842864
Q10471	GALT2_HUMAN	GALNT2	Polypeptide N-acetylgalactosaminyltransferase 2	1.29379e+07
Q10567	AP1B1_HUMAN	AP1B1	AP-1 complex subunit beta-1	2.55146e+07
Q10570	CPSF1_HUMAN	CPSF1	Cleavage and polyadenylation specificity factor subunit 1	1.41396e+07
Q10576	P4HA1_CAEEL	dpy-18	Prolyl 4-hydroxylase subunit alpha-1	1.34662e+07
Q10578	RPB2_CAEEL	rpb-2	DNA-directed RNA polymerase II subunit RPB2	785561
Q10589	BST2_HUMAN	BST2	Bone marrow stromal antigen 2	7.29166e+06
Q10657	TPIS_CAEEL	tpi-1	Triosephosphate isomerase	6.22482e+07
Q10661	DPY30_CAEEL	dpy-30	Dosage compensation protein dpy-30	2.2067e+07
Q10663	GCP_CAEEL	icl-1	Bifunctional glyoxylate cycle protein	3.99651e+07
Q10664	MEK2_CAEEL	mek-2	Dual specificity mitogen-activated protein kinase kinase mek-2	1.49134e+06
Q10713	MPPA_HUMAN	PMPCA	Mitochondrial-processing peptidase subunit alpha	2.73124e+07
Q10740	LKHA4_YEAST	LAP2	Leucine aminopeptidase 2	1.52398e+06
Q10901	EAA1_CAEEL	glt-1	Excitatory amino acid transporter	4.01668e+06
Q10929				351928
Q10941	UGT46_CAEEL	ugt-46	Putative UDP-glucuronosyltransferase ugt-46	3.56004e+06
Q10954				832125
Q11067	PDIA6_CAEEL	pdi-6	Protein disulfide-isomerase A6 homolog	3.36716e+07
Q11117	LMP1_CAEEL	lmp-1	LAMP family protein lmp-1	2.30214e+07
Q11176	WDR1_CAEEL	unc-78	Actin-interacting protein 1	6.40662e+06
Q11183	TXND9_CAEEL	txdc-9	Thioredoxin domain-containing protein 9	358091
Q11189	RT17_CAEEL	mrps-17	28S ribosomal protein S17, mitochondrial	3.40654e+06
Q11190	ETFD_CAEEL	let-721	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial	1.76078e+07
Q12000	TMA46_YEAST	TMA46	Translation machinery-associated protein 46	552280
Q12008	PMG2_YEAST	GPM2	Phosphoglycerate mutase 2	3.39194e+06
Q12012	YO289_YEAST	YOR289W	Uncharacterized protein YOR289W	782336
Q12018	CDC53_YEAST	CDC53	Cell division control protein 53	422709
Q12029	FSF1_YEAST	FSF1	Sideroflexin FSF1	2.41635e+06
Q12030	TAF10_YEAST	TAF10	Transcription initiation factor TFIID subunit 10	927257
Q12032	AIM41_YEAST	AIM41	Altered inheritance of mitochondria protein 41, mitochondrial	4.64978e+06
Q12033	PALA_YEAST	RIM20	pH-response regulator protein palA/RIM20	212308
Q12044	RCN2_YEAST	RCN2	Regulator of calcineurin 2	2.7456e+06
Q12068	GRE2_YEAST	GRE2	NADPH-dependent methylglyoxal reductase GRE2	9.05225e+06
Q12074	SPEE_YEAST	SPE3	Spermidine synthase	1.15094e+07
Q12109	SYWC_YEAST	WRS1	Tryptophan--tRNA ligase, cytoplasmic	3.0813e+06
Q12114	CHS5_YEAST	CHS5	Chitin biosynthesis protein CHS5	3.61156e+06
Q12117	MRH1_YEAST	MRH1	Protein MRH1	2.26136e+07
Q12118	SGT2_YEAST	SGT2	Small glutamine-rich tetratricopeptide repeat-containing protein 2	1.53323e+07
Q12122	HOSM_YEAST	LYS21	Homocitrate synthase, mitochondrial	9.21294e+06
Q12123	DCS2_YEAST	DCS2	Inactive diphosphatase DCS2	2.02717e+07
Q12154	GET3_YEAST	GET3	ATPase GET3	6.53147e+06
Q12156	AIM7_YEAST	AIM7	Protein AIM7	939069
Q12159	YRA1_YEAST	YRA1	RNA annealing protein YRA1	1.35698e+07
Q12164	POM33_YEAST	POM33	Pore membrane protein of 33 kDa	3.91019e+06
Q12165	ATPD_YEAST	ATP16	ATP synthase subunit delta, mitochondrial	9.07841e+06
Q12191	BUG1_YEAST	BUG1	Binder of USO1 and GRH1 protein 1	2.77231e+06
Q12207	NCE2_YEAST	NCE102	Non-classical export protein 2	6.11503e+06
Q12213	RL7B_YEAST	RPL7B	60S ribosomal protein L7-B	1.25058e+07
Q12230	LSP1_YEAST	LSP1	Sphingolipid long chain base-responsive protein LSP1	3.59026e+07
Q12233	ATPN_YEAST	ATP20	ATP synthase subunit g, mitochondrial	5.43918e+06
Q12250	RPN5_YEAST	RPN5	26S proteasome regulatory subunit RPN5	2.83958e+06
Q12265	KPR5_YEAST	PRS5	Ribose-phosphate pyrophosphokinase 5	2.70113e+06
Q12285	MDY2_YEAST	MDY2	Ubiquitin-like protein MDY2	2.92655e+06
Q12287	COX17_YEAST	COX17	Cytochrome c oxidase copper chaperone	2.09632e+06
Q12305	RDL1_YEAST	RDL1	Thiosulfate:glutathione sulfurtransferase	1.96939e+07
Q12306	SMT3_YEAST	SMT3	Ubiquitin-like protein SMT3	1.4058e+07
Q12314	SFM1_YEAST	SFM1	Protein arginine N-methyltransferase SFM1	3.79046e+06
Q12329	HSP42_YEAST	HSP42	Heat shock protein 42	1.02771e+07
Q12331	YFAS1_YEAST	YDR262W	FAS1 domain-containing protein YDR262W	829829
Q12335	PST2_YEAST	PST2	Protoplast secreted protein 2	3.16872e+07
Q12344	GYP5_YEAST	GYP5	GTPase-activating protein GYP5	534017
Q12349	ATP14_YEAST	ATP14	ATP synthase subunit H, mitochondrial	2.07707e+07
Q12355	PST1_YEAST	PST1	Cell wall mannoprotein PST1	4.11545e+06
Q12363	WTM1_YEAST	WTM1	Transcriptional modulator WTM1	1.67818e+07
Q12377	RPN6_YEAST	RPN6	26S proteasome regulatory subunit RPN6	3.83984e+06
Q12402	YOP1_YEAST	YOP1	Protein YOP1	1.71613e+07
Q12434	GDIR_YEAST	RDI1	Rho GDP-dissociation inhibitor	948350
Q12443	RTN2_YEAST	RTN2	Reticulon-like protein 2	1.34319e+07
Q12447	PAA1_YEAST	PAA1	Polyamine N-acetyltransferase 1	1.29623e+07
Q12449	AHA1_YEAST	AHA1	Hsp90 co-chaperone AHA1	4.4943e+06
Q12451	OSH2_YEAST	OSH2	Oxysterol-binding protein homolog 2	558334
Q12452	ERG27_YEAST	ERG27	3-keto-steroid reductase	1.07505e+06
Q12458	YPR1_YEAST	YPR1	Putative reductase 1	7.79665e+06
Q12460	NOP56_YEAST	NOP56	Nucleolar protein 56	1.69236e+07
Q12464	RUVB2_YEAST	RVB2	RuvB-like protein 2	3.85381e+06
Q12466	TCB1_YEAST	TCB1	Tricalbin-1	1.09965e+06
Q12480	ETFA_YEAST	AIM45	Probable electron transfer flavoprotein subunit alpha, mitochondrial	2.75543e+06
Q12486	YOR31_YEAST	YOR131C	Uncharacterized hydrolase YOR131C	924592
Q12497	FMP16_YEAST	FMP16	Protein FMP16, mitochondrial	3.52612e+07
Q12499	NOP58_YEAST	NOP58	Nucleolar protein 58	5.241e+06
Q12513	TMA17_YEAST	TMA17	Translation machinery-associated protein 17	2.26917e+07
Q12518	ENT1_YEAST	ENT1	Epsin-1	2.59887e+06
Q12522	IF6_YEAST	TIF6	Eukaryotic translation initiation factor 6	6.63484e+06
Q12532	RQC2_YEAST	RQC2	Ribosome quality control complex subunit 2	389680
Q12692	H2AZ_YEAST	HTZ1	Histone H2A.Z	1.17796e+06
Q12746	PGA3_YEAST	PGA3	Plasma membrane-associated coenzyme Q6 reductase PGA3	862933
Q12768	WASC5_HUMAN	WASHC5	WASH complex subunit 5	2.30029e+06
Q12769	NU160_HUMAN	NUP160	Nuclear pore complex protein Nup160	1.81045e+07
Q12788	TBL3_HUMAN	TBL3	Transducin beta-like protein 3	1.6255e+07
Q12789	TF3C1_HUMAN	GTF3C1	General transcription factor 3C polypeptide 1	1.12292e+08
Q12792	TWF1_HUMAN	TWF1	Twinfilin-1	3.98416e+07
Q12797	ASPH_HUMAN	ASPH	Aspartyl/asparaginyl beta-hydroxylase	1.9718e+07
Q12800	TFCP2_HUMAN	TFCP2	Alpha-globin transcription factor CP2	2.26034e+06
Q12802	AKP13_HUMAN	AKAP13	A-kinase anchor protein 13	3.14327e+06
Q12815	TROAP_HUMAN	TROAP	Tastin	107497
Q12824	SNF5_HUMAN	SMARCB1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	6.64122e+06
Q12830	BPTF_HUMAN	BPTF	Nucleosome-remodeling factor subunit BPTF	1.25994e+06
Q12846	STX4_HUMAN	STX4	Syntaxin-4	7.93253e+06
Q12849	GRSF1_HUMAN	GRSF1	G-rich sequence factor 1	9.14178e+06
Q12857	NFIA_HUMAN	NFIA	Nuclear factor 1 A-type	5.23769e+06
Q12872	SFSWA_HUMAN	SFSWAP	Splicing factor, suppressor of white-apricot homolog	2.13636e+06
Q12873	CHD3_HUMAN	CHD3	Chromodomain-helicase-DNA-binding protein 3	1.0631e+07
Q12874	SF3A3_HUMAN	SF3A3	Splicing factor 3A subunit 3	4.36287e+07
Q12882	DPYD_HUMAN	DPYD	Dihydropyrimidine dehydrogenase [NADP(+)]	644684
Q12888	TP53B_HUMAN	TP53BP1	TP53-binding protein 1	7.98589e+06
Q12894	IFRD2_HUMAN	IFRD2	Interferon-related developmental regulator 2	2.77828e+06
Q12899	TRI26_HUMAN	TRIM26	Tripartite motif-containing protein 26	1.52118e+06
Q12904	AIMP1_HUMAN	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	2.4558e+07
Q12905	ILF2_HUMAN	ILF2	Interleukin enhancer-binding factor 2	6.6979e+07
Q12906	ILF3_HUMAN	ILF3	Interleukin enhancer-binding factor 3	5.73412e+07
Q12907	LMAN2_HUMAN	LMAN2	Vesicular integral-membrane protein VIP36	2.40287e+07
Q12926	ELAV2_HUMAN	ELAVL2	ELAV-like protein 2	1.57263e+07
Q12931	TRAP1_HUMAN	TRAP1	Heat shock protein 75 kDa, mitochondrial	5.91829e+07
Q12933	TRAF2_HUMAN	TRAF2	TNF receptor-associated factor 2	1.52669e+06
Q12948	FOXC1_HUMAN	FOXC1	Forkhead box protein C1	7.14345e+06
Q12955	ANK3_HUMAN	ANK3	Ankyrin-3	1.14322e+07
Q12959	DLG1_HUMAN	DLG1	Disks large homolog 1	1.52351e+07
Q12962	TAF10_HUMAN	TAF10	Transcription initiation factor TFIID subunit 10	1.61627e+06
Q12965	MYO1E_HUMAN	MYO1E	Unconventional myosin-Ie	1.76325e+07
Q12972	PP1R8_HUMAN	PPP1R8	Nuclear inhibitor of protein phosphatase 1	6.21169e+06
Q12974	TP4A2_HUMAN	PTP4A2	Protein tyrosine phosphatase type IVA 2	519917
Q12979	ABR_HUMAN	ABR	Active breakpoint cluster region-related protein	2.84228e+06
Q12980	NPRL3_HUMAN	NPRL3	GATOR complex protein NPRL3	146381
Q12982	BNIP2_HUMAN	BNIP2	BCL2/adenovirus E1B 19 kDa protein-interacting protein 2	2.39509e+06
Q12983	BNIP3_HUMAN	BNIP3	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3	1.04723e+06
Q12986	NFX1_HUMAN	NFX1	Transcriptional repressor NF-X1	182370
Q12996	CSTF3_HUMAN	CSTF3	Cleavage stimulation factor subunit 3	4.93373e+06
Q13011	ECH1_HUMAN	ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	3.66742e+07
Q13033	STRN3_HUMAN	STRN3	Striatin-3	3.65864e+06
Q13042	CDC16_HUMAN	CDC16	Cell division cycle protein 16 homolog	2.6811e+06
Q13043	STK4_HUMAN	STK4	Serine/threonine-protein kinase 4	1.96232e+06
Q13045	FLII_HUMAN	FLII	Protein flightless-1 homolog	1.26539e+07
Q13057	COASY_HUMAN	COASY	Bifunctional coenzyme A synthase	1.30973e+07
Q13084	RM28_HUMAN	MRPL28	39S ribosomal protein L28, mitochondrial	2.44133e+06
Q13085	ACACA_HUMAN	ACACA	Acetyl-CoA carboxylase 1	7.55521e+06
Q13098	CSN1_HUMAN	GPS1	COP9 signalosome complex subunit 1	1.39624e+07
Q13107	UBP4_HUMAN	USP4	Ubiquitin carboxyl-terminal hydrolase 4	4.04467e+06
Q13111	CAF1A_HUMAN	CHAF1A	Chromatin assembly factor 1 subunit A	2.12859e+06
Q13112	CAF1B_HUMAN	CHAF1B	Chromatin assembly factor 1 subunit B	2.68948e+06
Q13123	RED_HUMAN	IK	Protein Red	8.02452e+06
Q13126	MTAP_HUMAN	MTAP	S-methyl-5'-thioadenosine phosphorylase	1.27985e+07
Q13131	AAPK1_HUMAN	PRKAA1	5'-AMP-activated protein kinase catalytic subunit alpha-1	5.2664e+06
Q13136	LIPA1_HUMAN	PPFIA1	Liprin-alpha-1	5.59407e+06
Q13144	EI2BE_HUMAN	EIF2B5	Translation initiation factor eIF-2B subunit epsilon	9.06741e+06
Q13148	TADBP_HUMAN	TARDBP	TAR DNA-binding protein 43	2.89277e+07
Q13151	ROA0_HUMAN	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0	7.50194e+07
Q13153	PAK1_HUMAN	PAK1	Serine/threonine-protein kinase PAK 1	1.00154e+07
Q13155	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	2.26552e+07
Q13158	FADD_HUMAN	FADD	FAS-associated death domain protein	3.09143e+06
Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4	5.54716e+07
Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2	1.21676e+07
Q13185	CBX3_HUMAN	CBX3	Chromobox protein homolog 3	1.01751e+08
Q13188	STK3_HUMAN	STK3	Serine/threonine-protein kinase 3	1.82432e+06
Q13190	STX5_HUMAN	STX5	Syntaxin-5	3.88107e+06
Q13200	PSMD2_HUMAN	PSMD2	26S proteasome non-ATPase regulatory subunit 2	2.24487e+07
Q13206	DDX10_HUMAN	DDX10	Probable ATP-dependent RNA helicase DDX10	6.71892e+06
Q13217	DNJC3_HUMAN	DNAJC3	DnaJ homolog subfamily C member 3	5.30242e+06
Q13227	GPS2_HUMAN	GPS2	G protein pathway suppressor 2	2.91513e+06
Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase	5.20397e+06
Q13232	NDK3_HUMAN	NME3	Nucleoside diphosphate kinase 3	2.54137e+07
Q13242	SRSF9_HUMAN	SRSF9	Serine/arginine-rich splicing factor 9	2.19066e+07
Q13243	SRSF5_HUMAN	SRSF5	Serine/arginine-rich splicing factor 5	1.11554e+07
Q13247	SRSF6_HUMAN	SRSF6	Serine/arginine-rich splicing factor 6	1.02132e+08
Q13257	MD2L1_HUMAN	MAD2L1	Mitotic spindle assembly checkpoint protein MAD2A	6.81817e+06
Q13263	TIF1B_HUMAN	TRIM28	Transcription intermediary factor 1-beta	3.25732e+07
Q13277	STX3_HUMAN	STX3	Syntaxin-3	1.99268e+06
Q13283	G3BP1_HUMAN	G3BP1	Ras GTPase-activating protein-binding protein 1	5.879e+07
Q13286	CLN3_HUMAN	CLN3	Battenin	3.84348e+06
Q13287	NMI_HUMAN	NMI	N-myc-interactor	7.10496e+06
Q13303	KCAB2_HUMAN	KCNAB2	Voltage-gated potassium channel subunit beta-2	1.19091e+06
Q13309	SKP2_HUMAN	SKP2	S-phase kinase-associated protein 2	1.85013e+06
Q13310	PABP4_HUMAN	PABPC4	Polyadenylate-binding protein 4	3.90165e+07
Q13315	ATM_HUMAN	ATM	Serine-protein kinase ATM	399003
