Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20201002yuanch_Connie_TCPA_60minDIA_b4-4.mzML
Q16836	HCDH_HUMAN	HADH	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	5.69851e+07
Q16850	CP51A_HUMAN	CYP51A1	Lanosterol 14-alpha demethylase	369191
Q16851	UGPA_HUMAN	UGP2	UTP--glucose-1-phosphate uridylyltransferase	6.82821e+07
Q16853	AOC3_HUMAN	AOC3	Membrane primary amine oxidase	2.98792e+07
Q16854	DGUOK_HUMAN	DGUOK	Deoxyguanosine kinase, mitochondrial	5.07743e+06
Q16864	VATF_HUMAN	ATP6V1F	V-type proton ATPase subunit F	7.67071e+06
Q16881	TRXR1_HUMAN	TXNRD1	Thioredoxin reductase 1, cytoplasmic	2.19363e+07
Q16891	MIC60_HUMAN	IMMT	MICOS complex subunit MIC60	7.0642e+07
Q17R31	TATD3_HUMAN	TATDN3	Putative deoxyribonuclease TATDN3	2.51247e+06
Q1KMD3	HNRL2_HUMAN	HNRNPUL2	Heterogeneous nuclear ribonucleoprotein U-like protein 2	7.78593e+07
Q27J81	INF2_HUMAN	INF2	Inverted formin-2	1.03769e+07
Q29RF7	PDS5A_HUMAN	PDS5A	Sister chromatid cohesion protein PDS5 homolog A	8.54162e+06
Q2M2I8	AAK1_HUMAN	AAK1	AP2-associated protein kinase 1	1.24645e+07
Q2M389	WASC4_HUMAN	WASHC4	WASH complex subunit 4	7.48179e+06
Q2NL82	TSR1_HUMAN	TSR1	Pre-rRNA-processing protein TSR1 homolog	1.57016e+07
Q2PPJ7	RGPA2_HUMAN	RALGAPA2	Ral GTPase-activating protein subunit alpha-2	1.1235e+07
Q2PZI1	D19L1_HUMAN	DPY19L1	Probable C-mannosyltransferase DPY19L1	4.05726e+06
Q2TAA2	IAH1_HUMAN	IAH1	Isoamyl acetate-hydrolyzing esterase 1 homolog	2.26484e+07
Q2TAA5	ALG11_HUMAN	ALG11	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase	1.60578e+06
Q2TAK8	PWP3A_HUMAN	PWWP3A	PWWP domain-containing DNA repair factor 3A	4.06342e+06
Q2TAL8	QRIC1_HUMAN	QRICH1	Transcriptional regulator QRICH1	2.99183e+07
Q2TAY7	SMU1_HUMAN	SMU1	WD40 repeat-containing protein SMU1	4.87085e+07
Q2TAZ0	ATG2A_HUMAN	ATG2A	Autophagy-related protein 2 homolog A	4.38974e+06
Q2VPK5	CTU2_HUMAN	CTU2	Cytoplasmic tRNA 2-thiolation protein 2	1.75394e+06
Q32MZ4	LRRF1_HUMAN	LRRFIP1	Leucine-rich repeat flightless-interacting protein 1	6.41374e+07
Q32NB8	PGPS1_HUMAN	PGS1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial	577140
Q32P28	P3H1_HUMAN	P3H1	Prolyl 3-hydroxylase 1	6.02211e+07
Q32P41	TRM5_HUMAN	TRMT5	tRNA (guanine(37)-N1)-methyltransferase	4.7533e+07
Q32P44	EMAL3_HUMAN	EML3	Echinoderm microtubule-associated protein-like 3	3.85674e+06
Q38SD2	LRRK1_HUMAN	LRRK1	Leucine-rich repeat serine/threonine-protein kinase 1	1.97775e+07
Q3B726	RPA43_HUMAN	POLR1F	DNA-directed RNA polymerase I subunit RPA43	1.51393e+07
Q3B7J2	GFOD2_HUMAN	GFOD2	Glucose-fructose oxidoreductase domain-containing protein 2	3.88907e+06
Q3KQU3	MA7D1_HUMAN	MAP7D1	MAP7 domain-containing protein 1	7.42018e+06
Q3KQV9	UAP1L_HUMAN	UAP1L1	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1	1.62155e+07
Q3KRA6	CB076_HUMAN	C2orf76	UPF0538 protein C2orf76	807381
Q3LXA3	TKFC_HUMAN	TKFC	Triokinase/FMN cyclase	2.20142e+07
Q3MHD2	LSM12_HUMAN	LSM12	Protein LSM12	1.18319e+07
Q3V6T2	GRDN_HUMAN	CCDC88A	Girdin	6.91128e+07
Q3YEC7	RABL6_HUMAN	RABL6	Rab-like protein 6	2.98729e+07
Q3ZCM7	TBB8_HUMAN	TUBB8	Tubulin beta-8 chain	4.39535e+07
Q3ZCQ8	TIM50_HUMAN	TIMM50	Mitochondrial import inner membrane translocase subunit TIM50	1.80098e+07
Q3ZCW2	LEGL_HUMAN	LGALSL	Galectin-related protein	1.0508e+07
Q460N5	PAR14_HUMAN	PARP14	Protein mono-ADP-ribosyltransferase PARP14	1.32056e+06
Q495W5	FUT11_HUMAN	FUT11	Alpha-(1,3)-fucosyltransferase 11	7.93066e+06
Q49A26	GLYR1_HUMAN	GLYR1	Cytokine-like nuclear factor N-PAC	1.08697e+07
Q49B96	COX19_HUMAN	COX19	Cytochrome c oxidase assembly protein COX19	1.73284e+06
Q4G0F5	VP26B_HUMAN	VPS26B	Vacuolar protein sorting-associated protein 26B	1.54344e+07
Q4G0J3	LARP7_HUMAN	LARP7	La-related protein 7	1.09768e+07
Q4G0N4	NAKD2_HUMAN	NADK2	NAD kinase 2, mitochondrial	2.90179e+07
Q4G0X4	KCD21_HUMAN	KCTD21	BTB/POZ domain-containing protein KCTD21	5.80549e+06
Q4G176	ACSF3_HUMAN	ACSF3	Malonate--CoA ligase ACSF3, mitochondrial	3.66866e+06
Q4J6C6	PPCEL_HUMAN	PREPL	Prolyl endopeptidase-like	5.04918e+06
Q4KMQ2	ANO6_HUMAN	ANO6	Anoctamin-6	9.41993e+06
Q4LDE5	SVEP1_HUMAN	SVEP1	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	4.11882e+06
Q4LE39	ARI4B_HUMAN	ARID4B	AT-rich interactive domain-containing protein 4B	1.06502e+07
Q4V328	GRAP1_HUMAN	GRIPAP1	GRIP1-associated protein 1	9.49053e+06
Q4V9L6	TM119_HUMAN	TMEM119	Transmembrane protein 119	8.85887e+06
Q4VC05	BCL7A_HUMAN	BCL7A	B-cell CLL/lymphoma 7 protein family member A	1.46324e+07
Q4VC31	MIX23_HUMAN	MIX23	Protein MIX23	8.78346e+06
Q4ZHG4	FNDC1_HUMAN	FNDC1	Fibronectin type III domain-containing protein 1	7.46348e+06
Q504Q3	PAN2_HUMAN	PAN2	PAN2-PAN3 deadenylation complex catalytic subunit PAN2	1.98959e+06
Q52LJ0	FA98B_HUMAN	FAM98B	Protein FAM98B	4.5679e+07
Q52LR7	EPC2_HUMAN	EPC2	Enhancer of polycomb homolog 2	7.42945e+06
Q52LW3	RHG29_HUMAN	ARHGAP29	Rho GTPase-activating protein 29	3.27626e+06
Q53EL6	PDCD4_HUMAN	PDCD4	Programmed cell death protein 4	2.35368e+07
Q53ET0	CRTC2_HUMAN	CRTC2	CREB-regulated transcription coactivator 2	3.49267e+06
Q53F19	NCBP3_HUMAN	NCBP3	Nuclear cap-binding protein subunit 3	5.76577e+06
Q53FA7	QORX_HUMAN	TP53I3	Quinone oxidoreductase PIG3	2.04164e+07
Q53FT3	HIKES_HUMAN	HIKESHI	Protein Hikeshi	9.58522e+06
Q53GG5	PDLI3_HUMAN	PDLIM3	PDZ and LIM domain protein 3	1.98494e+08
Q53GL0	PKHO1_HUMAN	PLEKHO1	Pleckstrin homology domain-containing family O member 1	3.59641e+06
Q53GQ0	DHB12_HUMAN	HSD17B12	Very-long-chain 3-oxoacyl-CoA reductase	2.33183e+07
Q53GS7	GLE1_HUMAN	GLE1	mRNA export factor GLE1	9.84243e+06
Q53GS9	UBP39_HUMAN	USP39	Ubiquitin carboxyl-terminal hydrolase 39	4.64627e+07
Q53H12	AGK_HUMAN	AGK	Acylglycerol kinase, mitochondrial	9.80295e+06
Q53H47	SETMR_HUMAN	SETMAR	Histone-lysine N-methyltransferase SETMAR	1.27445e+07
Q53H96	P5CR3_HUMAN	PYCR3	Pyrroline-5-carboxylate reductase 3	1.30425e+07
Q53HC9	EIPR1_HUMAN	EIPR1	EARP and GARP complex-interacting protein 1	2.54941e+07
Q53LP3	SWAHC_HUMAN	SOWAHC	Ankyrin repeat domain-containing protein SOWAHC	3.13295e+06
Q53R41	FAKD1_HUMAN	FASTKD1	FAST kinase domain-containing protein 1, mitochondrial	1.58685e+07
Q53RT3	APRV1_HUMAN	ASPRV1	Retroviral-like aspartic protease 1	1.57744e+06
Q53T59	H1BP3_HUMAN	HS1BP3	HCLS1-binding protein 3	2.76258e+07
Q53TN4	CYBR1_HUMAN	CYBRD1	Plasma membrane ascorbate-dependent reductase CYBRD1	4.86056e+07
Q562E7	WDR81_HUMAN	WDR81	WD repeat-containing protein 81	4.96126e+08
Q562R1	ACTBL_HUMAN	ACTBL2	Beta-actin-like protein 2	8.7632e+08
Q567U6	CCD93_HUMAN	CCDC93	Coiled-coil domain-containing protein 93	4.68664e+06
Q58FF6	H90B4_HUMAN	HSP90AB4P	Putative heat shock protein HSP 90-beta 4	4.38175e+06
Q5BJF2	SGMR2_HUMAN	TMEM97	Sigma intracellular receptor 2	3.25111e+06
Q5BJF6	ODFP2_HUMAN	ODF2	Outer dense fiber protein 2	713665
Q5BKY9	F133B_HUMAN	FAM133B	Protein FAM133B	6.12859e+06
Q5BKZ1	ZN326_HUMAN	ZNF326	DBIRD complex subunit ZNF326	1.98719e+07
Q5C9Z4	NOM1_HUMAN	NOM1	Nucleolar MIF4G domain-containing protein 1	1.80396e+06
Q5D862	FILA2_HUMAN	FLG2	Filaggrin-2	953586
Q5EB52	MEST_HUMAN	MEST	Mesoderm-specific transcript homolog protein	3.57611e+06
Q5EBL4	RIPL1_HUMAN	RILPL1	RILP-like protein 1	1.222e+07
Q5GLZ8	HERC4_HUMAN	HERC4	Probable E3 ubiquitin-protein ligase HERC4	4.33714e+06
Q5H9M0	PWP3B_HUMAN	PWWP3B	PWWP domain-containing DNA repair factor 3B	2.29756e+06
Q5H9R7	PP6R3_HUMAN	PPP6R3	Serine/threonine-protein phosphatase 6 regulatory subunit 3	7.08198e+06
Q5HYI7	MTX3_HUMAN	MTX3	Metaxin-3	3.72748e+06
Q5HYI8	RABL3_HUMAN	RABL3	Rab-like protein 3	1.82348e+07
Q5HYK3	COQ5_HUMAN	COQ5	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	3.95553e+06
Q5J8M3	EMC4_HUMAN	EMC4	ER membrane protein complex subunit 4	5.82229e+06
Q5JPE7	NOMO2_HUMAN	NOMO2	BOS complex subunit NOMO2	4.27437e+07
Q5JPH6	SYEM_HUMAN	EARS2	Probable glutamate--tRNA ligase, mitochondrial	2.4416e+06
Q5JPI9	EFMT2_HUMAN	EEF1AKMT2	EEF1A lysine methyltransferase 2	4.32933e+06
Q5JRA6	TGO1_HUMAN	MIA3	Transport and Golgi organization protein 1 homolog	3.24231e+07
Q5JRX3	PREP_HUMAN	PITRM1	Presequence protease, mitochondrial	1.70492e+07
Q5JS37	NHLC3_HUMAN	NHLRC3	NHL repeat-containing protein 3	4.9771e+06
Q5JSH3	WDR44_HUMAN	WDR44	WD repeat-containing protein 44	3.0555e+06
Q5JSJ4	INT6L_HUMAN	INTS6L	Integrator complex subunit 6-like	2.93418e+06
Q5JSL3	DOC11_HUMAN	DOCK11	Dedicator of cytokinesis protein 11	4.21577e+06
Q5JSZ5	PRC2B_HUMAN	PRRC2B	Protein PRRC2B	6.35492e+06
Q5JTD0	TJAP1_HUMAN	TJAP1	Tight junction-associated protein 1	7.11132e+06
Q5JTH9	RRP12_HUMAN	RRP12	RRP12-like protein	1.50494e+07
Q5JTV8	TOIP1_HUMAN	TOR1AIP1	Torsin-1A-interacting protein 1	4.85398e+07
Q5JTZ9	SYAM_HUMAN	AARS2	Alanine--tRNA ligase, mitochondrial	9.70567e+06
Q5JVF3	PCID2_HUMAN	PCID2	PCI domain-containing protein 2	4.01832e+06
Q5JWF2	GNAS1_HUMAN	GNAS	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas	5.56694e+07
Q5K4L6	S27A3_HUMAN	SLC27A3	Long-chain fatty acid transport protein 3	2.61027e+06
Q5K651	SAMD9_HUMAN	SAMD9	Sterile alpha motif domain-containing protein 9	2.72417e+06
Q5KU26	COL12_HUMAN	COLEC12	Collectin-12	1.58057e+07
Q5M775	CYTSB_HUMAN	SPECC1	Cytospin-B	4.62168e+08
Q5MNZ6	WIPI3_HUMAN	WDR45B	WD repeat domain phosphoinositide-interacting protein 3	5.37707e+06
Q5NUL3	FFAR4_HUMAN	FFAR4	Free fatty acid receptor 4	2.32993e+07
Q5PRF9	SMAG2_HUMAN	SAMD4B	Protein Smaug homolog 2	8.40154e+06
Q5QJ74	TBCEL_HUMAN	TBCEL	Tubulin-specific chaperone cofactor E-like protein	7.02371e+06
Q5QJE6	TDIF2_HUMAN	DNTTIP2	Deoxynucleotidyltransferase terminal-interacting protein 2	1.54884e+07
Q5R372	RBG1L_HUMAN	RABGAP1L	Rab GTPase-activating protein 1-like	2.38009e+06
Q5R3I4	TTC38_HUMAN	TTC38	Tetratricopeptide repeat protein 38	1.50286e+07
Q5RKV6	EXOS6_HUMAN	EXOSC6	Exosome complex component MTR3	1.1911e+07
Q5SQI0	ATAT_HUMAN	ATAT1	Alpha-tubulin N-acetyltransferase 1	9.38344e+06
Q5SRE5	NU188_HUMAN	NUP188	Nucleoporin NUP188	1.03667e+07
Q5SSJ5	HP1B3_HUMAN	HP1BP3	Heterochromatin protein 1-binding protein 3	1.19845e+08
Q5ST30	SYVM_HUMAN	VARS2	Valine--tRNA ligase, mitochondrial	1.6135e+07
Q5SW79	CE170_HUMAN	CEP170	Centrosomal protein of 170 kDa	3.96901e+07
Q5SWX8	ODR4_HUMAN	ODR4	Protein odr-4 homolog	7.39634e+06
Q5SY16	NOL9_HUMAN	NOL9	Polynucleotide 5'-hydroxyl-kinase NOL9	1.11362e+07
Q5T013	HYI_HUMAN	HYI	Putative hydroxypyruvate isomerase	1.12701e+07
Q5T0B9	ZN362_HUMAN	ZNF362	Zinc finger protein 362	6.22519e+06
Q5T0F9	C2D1B_HUMAN	CC2D1B	Coiled-coil and C2 domain-containing protein 1B	5.31927e+06
Q5T0N5	FBP1L_HUMAN	FNBP1L	Formin-binding protein 1-like	7.46854e+06
Q5T1M5	FKB15_HUMAN	FKBP15	FK506-binding protein 15	1.8368e+07
Q5T1V6	DDX59_HUMAN	DDX59	Probable ATP-dependent RNA helicase DDX59	2.03833e+06
Q5T200	ZC3HD_HUMAN	ZC3H13	Zinc finger CCCH domain-containing protein 13	7.21368e+06
Q5T280	CI114_HUMAN	SPOUT1	Putative methyltransferase C9orf114	6.79567e+06
Q5T2E6	ARMD3_HUMAN	ARMH3	Armadillo-like helical domain-containing protein 3	1.69639e+07
Q5T440	CAF17_HUMAN	IBA57	Putative transferase CAF17, mitochondrial	9.64898e+06
Q5T447	HECD3_HUMAN	HECTD3	E3 ubiquitin-protein ligase HECTD3	4.50279e+06
Q5T4B2	GT253_HUMAN	CERCAM	Inactive glycosyltransferase 25 family member 3	3.78345e+06
Q5T4S7	UBR4_HUMAN	UBR4	E3 ubiquitin-protein ligase UBR4	3.16952e+07
Q5T5P2	SKT_HUMAN	KIAA1217	Sickle tail protein homolog	3.81299e+07
Q5T5U3	RHG21_HUMAN	ARHGAP21	Rho GTPase-activating protein 21	1.71099e+06
Q5T6V5	QNG1_HUMAN	QNG1	Queuosine 5'-phosphate N-glycosylase/hydrolase	1.2013e+07
Q5T7N3	KANK4_HUMAN	KANK4	KN motif and ankyrin repeat domain-containing protein 4	1.28392e+07
Q5T8D3	ACBD5_HUMAN	ACBD5	Acyl-CoA-binding domain-containing protein 5	4.04945e+06
Q5T8P6	RBM26_HUMAN	RBM26	RNA-binding protein 26	1.09831e+07
Q5T9L3	WLS_HUMAN	WLS	Protein wntless homolog	4.88965e+06
Q5TA31	RN187_HUMAN	RNF187	E3 ubiquitin-protein ligase RNF187	2.35568e+07
Q5TA45	INT11_HUMAN	INTS11	Integrator complex subunit 11	8.60964e+06
Q5TA50	CPTP_HUMAN	CPTP	Ceramide-1-phosphate transfer protein	336602
Q5TAQ9	DCAF8_HUMAN	DCAF8	DDB1- and CUL4-associated factor 8	1.56475e+07
Q5TBB1	RNH2B_HUMAN	RNASEH2B	Ribonuclease H2 subunit B	2.73659e+07
Q5TC12	ATPF1_HUMAN	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	1.58066e+06
Q5TCY1	TTBK1_HUMAN	TTBK1	Tau-tubulin kinase 1	3.43404e+08
Q5TDH0	DDI2_HUMAN	DDI2	Protein DDI1 homolog 2	1.02611e+07
Q5TFE4	NT5D1_HUMAN	NT5DC1	5'-nucleotidase domain-containing protein 1	6.43248e+06
Q5TGY3	AHDC1_HUMAN	AHDC1	Transcription factor Gibbin	6.23051e+06
Q5TH69	BIG3_HUMAN	ARFGEF3	Brefeldin A-inhibited guanine nucleotide-exchange protein 3	1.65561e+06
Q5TZA2	CROCC_HUMAN	CROCC	Rootletin	1.16372e+07
Q5U5X0	LYRM7_HUMAN	LYRM7	Complex III assembly factor LYRM7	2.60954e+06
Q5U651	RAIN_HUMAN	RASIP1	Ras-interacting protein 1	8.33576e+06
Q5UCC4	EMC10_HUMAN	EMC10	ER membrane protein complex subunit 10	1.03361e+07
Q5UIP0	RIF1_HUMAN	RIF1	Telomere-associated protein RIF1	1.91827e+07
Q5VIR6	VPS53_HUMAN	VPS53	Vacuolar protein sorting-associated protein 53 homolog	6.66998e+06
Q5VSL9	STRP1_HUMAN	STRIP1	Striatin-interacting protein 1	2.86726e+06
Q5VT25	MRCKA_HUMAN	CDC42BPA	Serine/threonine-protein kinase MRCK alpha	4.38087e+06
Q5VT52	RPRD2_HUMAN	RPRD2	Regulation of nuclear pre-mRNA domain-containing protein 2	2.27786e+07
Q5VTB9	RN220_HUMAN	RNF220	E3 ubiquitin-protein ligase RNF220	2.09763e+06
Q5VTE0	EF1A3_HUMAN	EEF1A1P5	Putative elongation factor 1-alpha-like 3	1.22626e+06
Q5VTL8	PR38B_HUMAN	PRPF38B	Pre-mRNA-splicing factor 38B	9.9639e+06
Q5VTR2	BRE1A_HUMAN	RNF20	E3 ubiquitin-protein ligase BRE1A	1.06914e+07
Q5VV41	ARHGG_HUMAN	ARHGEF16	Rho guanine nucleotide exchange factor 16	2.68998e+07
Q5VV42	CDKAL_HUMAN	CDKAL1	Threonylcarbamoyladenosine tRNA methylthiotransferase	5.91881e+06
Q5VW32	BROX_HUMAN	BROX	BRO1 domain-containing protein BROX	1.38936e+07
Q5VW36	FOCAD_HUMAN	FOCAD	Focadhesin	2.52667e+06
Q5VWN6	TASO2_HUMAN	TASOR2	Protein TASOR 2	1.23776e+07
Q5VWQ0	RSBN1_HUMAN	RSBN1	Lysine-specific demethylase 9	7.65701e+06
Q5VWZ2	LYPL1_HUMAN	LYPLAL1	Lysophospholipase-like protein 1	7.95991e+06
Q5VYK3	ECM29_HUMAN	ECPAS	Proteasome adapter and scaffold protein ECM29	5.15929e+07
Q5VZ46	K1614_HUMAN	KIAA1614	Uncharacterized protein KIAA1614	2.23301e+06
Q5VZE5	NAA35_HUMAN	NAA35	N-alpha-acetyltransferase 35, NatC auxiliary subunit	4.91105e+06
Q5VZL5	ZMYM4_HUMAN	ZMYM4	Zinc finger MYM-type protein 4	6.60384e+06
Q5ZPR3	CD276_HUMAN	CD276	CD276 antigen	1.39265e+07
Q63HN8	RN213_HUMAN	RNF213	E3 ubiquitin-protein ligase RNF213	1.55415e+07
Q63HR2	TENS2_HUMAN	TNS2	Tensin-2	2.31997e+06
Q63ZY3	KANK2_HUMAN	KANK2	KN motif and ankyrin repeat domain-containing protein 2	1.08814e+08
Q641Q2	WAC2A_HUMAN	WASHC2A	WASH complex subunit 2A	7.56386e+06
Q641Q3	METRL_HUMAN	METRNL	Meteorin-like protein	1.14784e+07
Q658P3	STEA3_HUMAN	STEAP3	Metalloreductase STEAP3	2.89502e+07
Q658Y4	F91A1_HUMAN	FAM91A1	Protein FAM91A1	2.71888e+06
Q659C4	LAR1B_HUMAN	LARP1B	La-related protein 1B	923048
Q66K14	TBC9B_HUMAN	TBC1D9B	TBC1 domain family member 9B	1.25953e+07
Q66K74	MAP1S_HUMAN	MAP1S	Microtubule-associated protein 1S	8.35905e+08
Q66PJ3	AR6P4_HUMAN	ARL6IP4	ADP-ribosylation factor-like protein 6-interacting protein 4	1.99216e+07
Q676U5	A16L1_HUMAN	ATG16L1	Autophagy-related protein 16-1	4.11838e+06
Q68BL8	OLM2B_HUMAN	OLFML2B	Olfactomedin-like protein 2B	2.31351e+07
Q68CP9	ARID2_HUMAN	ARID2	AT-rich interactive domain-containing protein 2	1.2624e+07
Q68CQ4	UTP25_HUMAN	UTP25	U3 small nucleolar RNA-associated protein 25 homolog	2.08806e+07
Q68CZ2	TENS3_HUMAN	TNS3	Tensin-3	3.6387e+07
Q68D91	MBLC2_HUMAN	MBLAC2	Acyl-coenzyme A thioesterase MBLAC2	3.71751e+06
Q68DU8	KCD16_HUMAN	KCTD16	BTB/POZ domain-containing protein KCTD16	2.69361e+06
Q68E01	INT3_HUMAN	INTS3	Integrator complex subunit 3	1.38203e+07
Q68EM7	RHG17_HUMAN	ARHGAP17	Rho GTPase-activating protein 17	7.1319e+07
Q69YN2	C19L1_HUMAN	CWF19L1	CWF19-like protein 1	1.40453e+07
Q69YN4	VIR_HUMAN	VIRMA	Protein virilizer homolog	1.54183e+07
Q69YQ0	CYTSA_HUMAN	SPECC1L	Cytospin-A	4.90633e+07
Q6BCY4	NB5R2_HUMAN	CYB5R2	NADH-cytochrome b5 reductase 2	4.44957e+06
Q6DD87	ZN787_HUMAN	ZNF787	Zinc finger protein 787	1.48982e+07
Q6DD88	ATLA3_HUMAN	ATL3	Atlastin-3	2.29995e+07
Q6DKI1	RL7L_HUMAN	RPL7L1	Ribosomal protein uL30-like	8.40808e+06
Q6DKJ4	NXN_HUMAN	NXN	Nucleoredoxin	2.56075e+07
Q6DN90	IQEC1_HUMAN	IQSEC1	IQ motif and SEC7 domain-containing protein 1	1.01461e+08
Q6EEV4	GL1AD_HUMAN	POLR2M	DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5	1.2302e+07
Q6FI13	H2A2A_HUMAN	H2AC18	Histone H2A type 2-A	1.94513e+10
Q6FI81	CPIN1_HUMAN	CIAPIN1	Anamorsin	7.64438e+06
Q6GMV2	SMYD5_HUMAN	SMYD5	Histone-lysine N-trimethyltransferase SMYD5	1.60514e+07
Q6GMV3	PTRD1_HUMAN	PTRHD1	Putative peptidyl-tRNA hydrolase PTRHD1	1.21814e+07
Q6GQQ9	OTU7B_HUMAN	OTUD7B	OTU domain-containing protein 7B	4.52468e+06
Q6GYQ0	RGPA1_HUMAN	RALGAPA1	Ral GTPase-activating protein subunit alpha-1	1.18825e+07
Q6H9L7	ISM2_HUMAN	ISM2	Isthmin-2	6.96354e+08
Q6I9Y2	THOC7_HUMAN	THOC7	THO complex subunit 7 homolog	7.40738e+06
Q6IA69	NADE_HUMAN	NADSYN1	Glutamine-dependent NAD(+) synthetase	2.94977e+06
Q6IA86	ELP2_HUMAN	ELP2	Elongator complex protein 2	3.75727e+06
Q6IAA8	LTOR1_HUMAN	LAMTOR1	Ragulator complex protein LAMTOR1	3.41159e+07
Q6IAN0	DRS7B_HUMAN	DHRS7B	Dehydrogenase/reductase SDR family member 7B	3.45408e+06
Q6IBS0	TWF2_HUMAN	TWF2	Twinfilin-2	2.66798e+07
Q6IN85	P4R3A_HUMAN	PPP4R3A	Serine/threonine-protein phosphatase 4 regulatory subunit 3A	3.28564e+07
Q6IPR1	ETFR1_HUMAN	ETFRF1	Electron transfer flavoprotein regulatory factor 1	2.30625e+07
Q6IQ22	RAB12_HUMAN	RAB12	Ras-related protein Rab-12	2.67127e+06
Q6IS24	GLT17_HUMAN	GALNT17	Polypeptide N-acetylgalactosaminyltransferase 17	852857
Q6JQN1	ACD10_HUMAN	ACAD10	Acyl-CoA dehydrogenase family member 10	4.12063e+06
Q6KB66	K2C80_HUMAN	KRT80	Keratin, type II cytoskeletal 80	7.88428e+07
Q6KC79	NIPBL_HUMAN	NIPBL	Nipped-B-like protein	7.44506e+06
Q6KCM7	SCMC2_HUMAN	SLC25A25	Mitochondrial adenyl nucleotide antiporter SLC25A25	3.10888e+07
Q6L8Q7	PDE12_HUMAN	PDE12	2',5'-phosphodiesterase 12	1.02451e+07
Q6MZW2	FSTL4_HUMAN	FSTL4	Follistatin-related protein 4	2.87091e+06
Q6N069	NAA16_HUMAN	NAA16	N-alpha-acetyltransferase 16, NatA auxiliary subunit	8.28018e+07
Q6NS38	ALKB2_HUMAN	ALKBH2	DNA oxidative demethylase ALKBH2	1.44157e+07
Q6NT76	HMBX1_HUMAN	HMBOX1	Homeobox-containing protein 1	4.3388e+06
Q6NTE8	MRNIP_HUMAN	MRNIP	MRN complex-interacting protein	1.21047e+06
Q6NUK1	SCMC1_HUMAN	SLC25A24	Mitochondrial adenyl nucleotide antiporter SLC25A24	4.51286e+07
Q6NUQ1	RINT1_HUMAN	RINT1	RAD50-interacting protein 1	5.69995e+06
Q6NUQ4	TM214_HUMAN	TMEM214	Transmembrane protein 214	6.98994e+06
Q6NVY1	HIBCH_HUMAN	HIBCH	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	1.36018e+08
Q6NW29	RWDD4_HUMAN	RWDD4	RWD domain-containing protein 4	7.56794e+06
Q6NXE6	ARMC6_HUMAN	ARMC6	Armadillo repeat-containing protein 6	5.99385e+06
Q6NXR4	TTI2_HUMAN	TTI2	TELO2-interacting protein 2	1.16836e+06
Q6NYC1	JMJD6_HUMAN	JMJD6	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	2.70274e+06
Q6NYC8	PPR18_HUMAN	PPP1R18	Phostensin	9.70217e+06
Q6NZ67	MZT2B_HUMAN	MZT2B	Mitotic-spindle organizing protein 2B	1.38519e+07
Q6NZI2	CAVN1_HUMAN	CAVIN1	Caveolae-associated protein 1	4.43174e+07
Q6NZY4	ZCHC8_HUMAN	ZCCHC8	Zinc finger CCHC domain-containing protein 8	9.8419e+06
Q6P158	DHX57_HUMAN	DHX57	Putative ATP-dependent RNA helicase DHX57	2.8339e+06
Q6P179	ERAP2_HUMAN	ERAP2	Endoplasmic reticulum aminopeptidase 2	6.50209e+06
Q6P1J9	CDC73_HUMAN	CDC73	Parafibromin	1.38638e+07
Q6P1K2	PMF1_HUMAN	PMF1	Polyamine-modulated factor 1	5.12135e+06
Q6P1M0	S27A4_HUMAN	SLC27A4	Long-chain fatty acid transport protein 4	3.50801e+06
Q6P1N0	C2D1A_HUMAN	CC2D1A	Coiled-coil and C2 domain-containing protein 1A	2.30904e+07
Q6P1N9	TATD1_HUMAN	TATDN1	Deoxyribonuclease TATDN1	1.13753e+07
Q6P1R3	MSD2_HUMAN	MSANTD2	Myb/SANT-like DNA-binding domain-containing protein 2	1.01051e+07
Q6P1X6	CH082_HUMAN	C8orf82	UPF0598 protein C8orf82	5.4813e+08
Q6P2C8	MED27_HUMAN	MED27	Mediator of RNA polymerase II transcription subunit 27	2.73991e+06
Q6P2E9	EDC4_HUMAN	EDC4	Enhancer of mRNA-decapping protein 4	3.35083e+07
Q6P2Q9	PRP8_HUMAN	PRPF8	Pre-mRNA-processing-splicing factor 8	6.75189e+07
Q6P3W7	SCYL2_HUMAN	SCYL2	SCY1-like protein 2	4.23552e+06
Q6P3X3	TTC27_HUMAN	TTC27	Tetratricopeptide repeat protein 27	9.97322e+06
Q6P4A8	PLBL1_HUMAN	PLBD1	Phospholipase B-like 1	1.23862e+07
