Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20201002yuanch_Connie_TCPA_60minDIA_b4-6.mzML
Q13085	ACACA_HUMAN	ACACA	Acetyl-CoA carboxylase 1	2.35868e+06
Q13098	CSN1_HUMAN	GPS1	COP9 signalosome complex subunit 1	3.13735e+07
Q13107	UBP4_HUMAN	USP4	Ubiquitin carboxyl-terminal hydrolase 4	5.8133e+06
Q13123	RED_HUMAN	IK	Protein Red	7.09225e+06
Q13126	MTAP_HUMAN	MTAP	S-methyl-5'-thioadenosine phosphorylase	2.66198e+07
Q13131	AAPK1_HUMAN	PRKAA1	5'-AMP-activated protein kinase catalytic subunit alpha-1	4.6442e+07
Q13136	LIPA1_HUMAN	PPFIA1	Liprin-alpha-1	1.2703e+07
Q13144	EI2BE_HUMAN	EIF2B5	Translation initiation factor eIF-2B subunit epsilon	5.56397e+06
Q13148	TADBP_HUMAN	TARDBP	TAR DNA-binding protein 43	3.77162e+07
Q13151	ROA0_HUMAN	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0	5.45132e+07
Q13155	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	7.86744e+06
Q13158	FADD_HUMAN	FADD	FAS-associated death domain protein	1.51463e+07
Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4	1.11639e+08
Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2	1.79804e+07
Q13185	CBX3_HUMAN	CBX3	Chromobox protein homolog 3	6.188e+07
Q13188	STK3_HUMAN	STK3	Serine/threonine-protein kinase 3	7.85202e+06
Q13190	STX5_HUMAN	STX5	Syntaxin-5	2.95739e+07
Q13200	PSMD2_HUMAN	PSMD2	26S proteasome non-ATPase regulatory subunit 2	7.29471e+07
Q13201	MMRN1_HUMAN	MMRN1	Multimerin-1	2.08222e+06
Q13217	DNJC3_HUMAN	DNAJC3	DnaJ homolog subfamily C member 3	2.35717e+07
Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase	4.83737e+07
Q13232	NDK3_HUMAN	NME3	Nucleoside diphosphate kinase 3	1.76801e+07
Q13242	SRSF9_HUMAN	SRSF9	Serine/arginine-rich splicing factor 9	2.28415e+07
Q13243	SRSF5_HUMAN	SRSF5	Serine/arginine-rich splicing factor 5	1.19973e+08
Q13247	SRSF6_HUMAN	SRSF6	Serine/arginine-rich splicing factor 6	1.53239e+07
Q13263	TIF1B_HUMAN	TRIM28	Transcription intermediary factor 1-beta	7.52233e+07
Q13283	G3BP1_HUMAN	G3BP1	Ras GTPase-activating protein-binding protein 1	5.24385e+07
Q13308	PTK7_HUMAN	PTK7	Inactive tyrosine-protein kinase 7	7.60421e+07
Q13310	PABP4_HUMAN	PABPC4	Polyadenylate-binding protein 4	7.75663e+07
Q13315	ATM_HUMAN	ATM	Serine-protein kinase ATM	632722
Q13325	IFIT5_HUMAN	IFIT5	Interferon-induced protein with tetratricopeptide repeats 5	1.85996e+06
Q13347	EIF3I_HUMAN	EIF3I	Eukaryotic translation initiation factor 3 subunit I	2.69046e+07
Q13361	MFAP5_HUMAN	MFAP5	Microfibrillar-associated protein 5	3.23634e+06
Q13362	2A5G_HUMAN	PPP2R5C	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform	6.57763e+06
Q13363	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1	2.12557e+07
Q13371	PHLP_HUMAN	PDCL	Phosducin-like protein	1.19295e+07
Q13404	UB2V1_HUMAN	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	1.66361e+07
Q13405	RM49_HUMAN	MRPL49	Large ribosomal subunit protein mL49	6.0104e+06
Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2	1.97232e+08
Q13418	ILK_HUMAN	ILK	Integrin-linked protein kinase	2.81456e+08
Q13423	NNTM_HUMAN	NNT	NAD(P) transhydrogenase, mitochondrial	2.10092e+07
Q13425	SNTB2_HUMAN	SNTB2	Beta-2-syntrophin	1.04515e+08
Q13428	TCOF_HUMAN	TCOF1	Treacle protein	9.1911e+06
Q13435	SF3B2_HUMAN	SF3B2	Splicing factor 3B subunit 2	1.88046e+07
Q13439	GOGA4_HUMAN	GOLGA4	Golgin subfamily A member 4	1.16496e+06
Q13442	HAP28_HUMAN	PDAP1	28 kDa heat- and acid-stable phosphoprotein	7.53884e+07
Q13445	TMED1_HUMAN	TMED1	Transmembrane emp24 domain-containing protein 1	1.91167e+07
Q13451	FKBP5_HUMAN	FKBP5	Peptidyl-prolyl cis-trans isomerase FKBP5	2.73076e+07
Q13454	TUSC3_HUMAN	TUSC3	Tumor suppressor candidate 3	6.17855e+06
Q13459	MYO9B_HUMAN	MYO9B	Unconventional myosin-IXb	1.08344e+07
Q13464	ROCK1_HUMAN	ROCK1	Rho-associated protein kinase 1	2.79397e+07
Q13488	VPP3_HUMAN	TCIRG1	V-type proton ATPase 116 kDa subunit a 3	2.78452e+06
Q13492	PICAL_HUMAN	PICALM	Phosphatidylinositol-binding clathrin assembly protein	3.51162e+07
Q13496	MTM1_HUMAN	MTM1	Myotubularin	3.77718e+06
Q13501	SQSTM_HUMAN	SQSTM1	Sequestosome-1	1.33833e+07
Q13505	MTX1_HUMAN	MTX1	Metaxin-1	6.01499e+06
Q13509	TBB3_HUMAN	TUBB3	Tubulin beta-3 chain	1.39597e+08
Q13510	ASAH1_HUMAN	ASAH1	Acid ceramidase	2.91347e+07
Q13523	PRP4B_HUMAN	PRPF4B	Serine/threonine-protein kinase PRP4 homolog	9.18956e+06
Q13526	PIN1_HUMAN	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	2.30013e+07
Q13555	KCC2G_HUMAN	CAMK2G	Calcium/calmodulin-dependent protein kinase type II subunit gamma	2.16509e+07
Q13557	KCC2D_HUMAN	CAMK2D	Calcium/calmodulin-dependent protein kinase type II subunit delta	2.90539e+07
Q13561	DCTN2_HUMAN	DCTN2	Dynactin subunit 2	4.5079e+07
Q13563	PKD2_HUMAN	PKD2	Polycystin-2	5.43271e+06
Q13564	ULA1_HUMAN	NAE1	NEDD8-activating enzyme E1 regulatory subunit	2.24071e+07
Q13572	ITPK1_HUMAN	ITPK1	Inositol-tetrakisphosphate 1-kinase	2.47204e+07
Q13573	SNW1_HUMAN	SNW1	SNW domain-containing protein 1	9.33682e+06
Q13576	IQGA2_HUMAN	IQGAP2	Ras GTPase-activating-like protein IQGAP2	2.71309e+07
Q13586	STIM1_HUMAN	STIM1	Stromal interaction molecule 1	8.78147e+06
Q13595	TRA2A_HUMAN	TRA2A	Transformer-2 protein homolog alpha	1.9596e+07
Q13596	SNX1_HUMAN	SNX1	Sorting nexin-1	2.68137e+07
Q13610	PWP1_HUMAN	PWP1	Periodic tryptophan protein 1 homolog	7.0774e+06
Q13616	CUL1_HUMAN	CUL1	Cullin-1	1.50291e+07
Q13617	CUL2_HUMAN	CUL2	Cullin-2	1.75157e+07
Q13618	CUL3_HUMAN	CUL3	Cullin-3	1.65805e+07
Q13619	CUL4A_HUMAN	CUL4A	Cullin-4A	1.17576e+07
Q13630	FCL_HUMAN	GFUS	GDP-L-fucose synthase	2.49953e+07
Q13636	RAB31_HUMAN	RAB31	Ras-related protein Rab-31	2.23445e+07
Q13637	RAB32_HUMAN	RAB32	Ras-related protein Rab-32	1.06446e+07
Q13642	FHL1_HUMAN	FHL1	Four and a half LIM domains protein 1	3.63998e+08
Q13643	FHL3_HUMAN	FHL3	Four and a half LIM domains protein 3	6.0687e+07
Q13683	ITA7_HUMAN	ITGA7	Integrin alpha-7	2.71725e+07
Q13685	AAMP_HUMAN	AAMP	Angio-associated migratory cell protein	1.16532e+07
Q13724	MOGS_HUMAN	MOGS	Mannosyl-oligosaccharide glucosidase	3.21268e+07
Q13740	CD166_HUMAN	ALCAM	CD166 antigen	3.46212e+06
Q13813	SPTN1_HUMAN	SPTAN1	Spectrin alpha chain, non-erythrocytic 1	4.82353e+07
Q13838	DX39B_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B	1.33706e+08
Q13867	BLMH_HUMAN	BLMH	Bleomycin hydrolase	3.18661e+07
Q13868	EXOS2_HUMAN	EXOSC2	Exosome complex component RRP4	5.12555e+06
Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain	4.63993e+07
Q13895	BYST_HUMAN	BYSL	Bystin	2.37319e+06
Q13951	PEBB_HUMAN	CBFB	Core-binding factor subunit beta	9.42881e+06
Q13952	NFYC_HUMAN	NFYC	Nuclear transcription factor Y subunit gamma	6.78029e+06
Q13976	KGP1_HUMAN	PRKG1	cGMP-dependent protein kinase 1	2.01849e+07
Q14008	CKAP5_HUMAN	CKAP5	Cytoskeleton-associated protein 5	1.15545e+07
Q14011	CIRBP_HUMAN	CIRBP	Cold-inducible RNA-binding protein	7.00836e+07
Q14012	KCC1A_HUMAN	CAMK1	Calcium/calmodulin-dependent protein kinase type 1	1.23481e+07
Q14019	COTL1_HUMAN	COTL1	Coactosin-like protein	7.99948e+07
Q14031	CO4A6_HUMAN	COL4A6	Collagen alpha-6(IV) chain	3.94144e+06
Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	1.76636e+08
Q14108	SCRB2_HUMAN	SCARB2	Lysosome membrane protein 2	7.03007e+07
Q14112	NID2_HUMAN	NID2	Nidogen-2	8.09484e+07
Q14118	DAG1_HUMAN	DAG1	Dystroglycan 1	4.00834e+06
Q14139	UBE4A_HUMAN	UBE4A	Ubiquitin conjugation factor E4 A	6.79193e+07
Q14141	SEPT6_HUMAN	SEPTIN6	Septin-6	2.54972e+06
Q14152	EIF3A_HUMAN	EIF3A	Eukaryotic translation initiation factor 3 subunit A	4.93074e+07
Q14155	ARHG7_HUMAN	ARHGEF7	Rho guanine nucleotide exchange factor 7	2.01117e+07
Q14156	EFR3A_HUMAN	EFR3A	Protein EFR3 homolog A	4.09279e+06
Q14157	UBP2L_HUMAN	UBAP2L	Ubiquitin-associated protein 2-like	1.55441e+07
Q14160	SCRIB_HUMAN	SCRIB	Protein scribble homolog	2.22374e+07
Q14161	GIT2_HUMAN	GIT2	ARF GTPase-activating protein GIT2	9.01442e+06
Q14165	MLEC_HUMAN	MLEC	Malectin	6.62607e+07
Q14166	TTL12_HUMAN	TTLL12	Tubulin--tyrosine ligase-like protein 12	2.91563e+07
Q14185	DOCK1_HUMAN	DOCK1	Dedicator of cytokinesis protein 1	6.98694e+06
Q14192	FHL2_HUMAN	FHL2	Four and a half LIM domains protein 2	5.74765e+07
Q14194	DPYL1_HUMAN	CRMP1	Dihydropyrimidinase-related protein 1	1.19699e+08
Q14195	DPYL3_HUMAN	DPYSL3	Dihydropyrimidinase-related protein 3	7.07868e+08
Q14203	DCTN1_HUMAN	DCTN1	Dynactin subunit 1	3.38917e+07
Q14204	DYHC1_HUMAN	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	9.95291e+07
Q14232	EI2BA_HUMAN	EIF2B1	Translation initiation factor eIF-2B subunit alpha	1.71965e+07
Q14240	IF4A2_HUMAN	EIF4A2	Eukaryotic initiation factor 4A-II	2.1828e+08
Q14247	SRC8_HUMAN	CTTN	Src substrate cortactin	7.59312e+07
Q14254	FLOT2_HUMAN	FLOT2	Flotillin-2	1.00863e+07
Q14257	RCN2_HUMAN	RCN2	Reticulocalbin-2	2.1854e+07
Q14258	TRI25_HUMAN	TRIM25	E3 ubiquitin/ISG15 ligase TRIM25	8.22894e+06
Q14315	FLNC_HUMAN	FLNC	Filamin-C	3.49596e+08
Q14318	FKBP8_HUMAN	FKBP8	Peptidyl-prolyl cis-trans isomerase FKBP8	9.43592e+06
Q14344	GNA13_HUMAN	GNA13	Guanine nucleotide-binding protein subunit alpha-13	2.20963e+07
Q14376	GALE_HUMAN	GALE	UDP-glucose 4-epimerase	5.42368e+06
Q14392	LRC32_HUMAN	LRRC32	Transforming growth factor beta activator LRRC32	7.56555e+06
Q14444	CAPR1_HUMAN	CAPRIN1	Caprin-1	2.58954e+07
Q14498	RBM39_HUMAN	RBM39	RNA-binding protein 39	2.82721e+07
Q14515	SPRL1_HUMAN	SPARCL1	SPARC-like protein 1	5.13675e+07
Q14554	PDIA5_HUMAN	PDIA5	Protein disulfide-isomerase A5	1.79568e+07
Q14558	KPRA_HUMAN	PRPSAP1	Phosphoribosyl pyrophosphate synthase-associated protein 1	1.29575e+07
Q14571	ITPR2_HUMAN	ITPR2	Inositol 1,4,5-trisphosphate receptor type 2	2.27458e+06
Q14624	ITIH4_HUMAN	ITIH4	Inter-alpha-trypsin inhibitor heavy chain H4	4.10211e+07
Q14643	ITPR1_HUMAN	ITPR1	Inositol 1,4,5-trisphosphate receptor type 1	2.37579e+07
Q14669	TRIPC_HUMAN	TRIP12	E3 ubiquitin-protein ligase TRIP12	9.78491e+06
Q14677	EPN4_HUMAN	CLINT1	Clathrin interactor 1	1.65218e+08
Q14678	KANK1_HUMAN	KANK1	KN motif and ankyrin repeat domain-containing protein 1	5.2277e+07
Q14683	SMC1A_HUMAN	SMC1A	Structural maintenance of chromosomes protein 1A	8.76327e+06
Q14690	RRP5_HUMAN	PDCD11	Protein RRP5 homolog	1.581e+06
Q14694	UBP10_HUMAN	USP10	Ubiquitin carboxyl-terminal hydrolase 10	1.09079e+07
Q14696	MESD_HUMAN	MESD	LRP chaperone MESD	1.70013e+07
Q14697	GANAB_HUMAN	GANAB	Neutral alpha-glucosidase AB	2.60479e+08
Q14699	RFTN1_HUMAN	RFTN1	Raftlin	3.60276e+07
Q14728	MFS10_HUMAN	MFSD10	Major facilitator superfamily domain-containing protein 10	5.58578e+06
Q14738	2A5D_HUMAN	PPP2R5D	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	1.67995e+07
Q14739	LBR_HUMAN	LBR	Delta(14)-sterol reductase LBR	3.112e+07
Q14746	COG2_HUMAN	COG2	Conserved oligomeric Golgi complex subunit 2	5.11308e+06
Q14764	MVP_HUMAN	MVP	Major vault protein	1.24697e+08
Q14766	LTBP1_HUMAN	LTBP1	Latent-transforming growth factor beta-binding protein 1	3.5089e+06
Q14767	LTBP2_HUMAN	LTBP2	Latent-transforming growth factor beta-binding protein 2	3.46717e+06
Q14789	GOGB1_HUMAN	GOLGB1	Golgin subfamily B member 1	1.06892e+07
Q14790	CASP8_HUMAN	CASP8	Caspase-8	4.251e+06
Q14814	MEF2D_HUMAN	MEF2D	Myocyte-specific enhancer factor 2D	4.27343e+06
Q14839	CHD4_HUMAN	CHD4	Chromodomain-helicase-DNA-binding protein 4	2.36478e+07
Q14847	LASP1_HUMAN	LASP1	LIM and SH3 domain protein 1	1.8226e+08
Q14894	CRYM_HUMAN	CRYM	Ketimine reductase mu-crystallin	1.58611e+07
Q14914	PTGR1_HUMAN	PTGR1	Prostaglandin reductase 1	2.11935e+07
Q14919	NC2A_HUMAN	DRAP1	Dr1-associated corepressor	9.27277e+06
Q14938	NFIX_HUMAN	NFIX	Nuclear factor 1 X-type	1.44487e+07
Q14966	ZN638_HUMAN	ZNF638	Zinc finger protein 638	5.80563e+06
Q14974	IMB1_HUMAN	KPNB1	Importin subunit beta-1	7.57583e+07
Q14980	NUMA1_HUMAN	NUMA1	Nuclear mitotic apparatus protein 1	4.03224e+07
Q14997	PSME4_HUMAN	PSME4	Proteasome activator complex subunit 4	8.61342e+06
Q14999	CUL7_HUMAN	CUL7	Cullin-7	3.34571e+06
Q14BN4	SLMAP_HUMAN	SLMAP	Sarcolemmal membrane-associated protein	3.35254e+08
Q14C86	GAPD1_HUMAN	GAPVD1	GTPase-activating protein and VPS9 domain-containing protein 1	8.40535e+07
Q14CX7	NAA25_HUMAN	NAA25	N-alpha-acetyltransferase 25, NatB auxiliary subunit	2.71659e+06
Q15005	SPCS2_HUMAN	SPCS2	Signal peptidase complex subunit 2	2.0855e+07
Q15006	EMC2_HUMAN	EMC2	ER membrane protein complex subunit 2	3.58847e+07
Q15007	FL2D_HUMAN	WTAP	Pre-mRNA-splicing regulator WTAP	2.41593e+06
Q15008	PSMD6_HUMAN	PSMD6	26S proteasome non-ATPase regulatory subunit 6	6.53251e+07
Q15018	ABRX2_HUMAN	ABRAXAS2	BRISC complex subunit Abraxas 2	7.65749e+06
Q15019	SEPT2_HUMAN	SEPTIN2	Septin-2	1.21308e+08
Q15020	SART3_HUMAN	SART3	Squamous cell carcinoma antigen recognized by T-cells 3	2.83332e+07
Q15024	EXOS7_HUMAN	EXOSC7	Exosome complex component RRP42	9.21498e+06
Q15029	U5S1_HUMAN	EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component	1.98741e+07
Q15031	SYLM_HUMAN	LARS2	Leucine--tRNA ligase, mitochondrial	2.99451e+06
Q15036	SNX17_HUMAN	SNX17	Sorting nexin-17	1.34134e+07
Q15042	RB3GP_HUMAN	RAB3GAP1	Rab3 GTPase-activating protein catalytic subunit	5.07295e+06
Q15046	SYK_HUMAN	KARS1	Lysine--tRNA ligase	3.27713e+07
Q15050	RRS1_HUMAN	RRS1	Ribosome biogenesis regulatory protein homolog	4.25897e+06
Q15052	ARHG6_HUMAN	ARHGEF6	Rho guanine nucleotide exchange factor 6	4.31478e+06
Q15056	IF4H_HUMAN	EIF4H	Eukaryotic translation initiation factor 4H	1.14953e+08
Q15057	ACAP2_HUMAN	ACAP2	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	1.59979e+07
Q15061	WDR43_HUMAN	WDR43	WD repeat-containing protein 43	5.14975e+06
Q15063	POSTN_HUMAN	POSTN	Periostin	2.58364e+08
Q15067	ACOX1_HUMAN	ACOX1	Peroxisomal acyl-coenzyme A oxidase 1	6.32838e+06
Q15075	EEA1_HUMAN	EEA1	Early endosome antigen 1	2.71711e+07
Q15080	NCF4_HUMAN	NCF4	Neutrophil cytosol factor 4	1.17425e+07
Q15084	PDIA6_HUMAN	PDIA6	Protein disulfide-isomerase A6	2.59311e+08
Q15102	PA1B3_HUMAN	PAFAH1B3	Platelet-activating factor acetylhydrolase IB subunit alpha1	1.78684e+07
Q15111	PLCL1_HUMAN	PLCL1	Inactive phospholipase C-like protein 1	1.07742e+07
Q15113	PCOC1_HUMAN	PCOLCE	Procollagen C-endopeptidase enhancer 1	2.01741e+07
Q15120	PDK3_HUMAN	PDK3	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial	1.29762e+06
Q15121	PEA15_HUMAN	PEA15	Astrocytic phosphoprotein PEA-15	7.44434e+07
Q15124	PGM5_HUMAN	PGM5	Phosphoglucomutase-like protein 5	2.7803e+08
Q15126	PMVK_HUMAN	PMVK	Phosphomevalonate kinase	3.72906e+07
Q15149	PLEC_HUMAN	PLEC	Plectin	4.18589e+08
Q15154	PCM1_HUMAN	PCM1	Pericentriolar material 1 protein	2.32273e+06
Q15165	PON2_HUMAN	PON2	Serum paraoxonase/arylesterase 2	1.78324e+07
Q15166	PON3_HUMAN	PON3	Serum paraoxonase/lactonase 3	8.87496e+06
Q15172	2A5A_HUMAN	PPP2R5A	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform	956958
Q15173	2A5B_HUMAN	PPP2R5B	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform	3.50926e+06
Q15181	IPYR_HUMAN	PPA1	Inorganic pyrophosphatase	4.98372e+07
Q15185	TEBP_HUMAN	PTGES3	Prostaglandin E synthase 3	2.83374e+07
Q15208	STK38_HUMAN	STK38	Serine/threonine-protein kinase 38	1.86213e+07
Q15233	NONO_HUMAN	NONO	Non-POU domain-containing octamer-binding protein	1.63982e+08
Q15257	PTPA_HUMAN	PTPA	Serine/threonine-protein phosphatase 2A activator	2.80469e+07
Q15274	NADC_HUMAN	QPRT	Nicotinate-nucleotide pyrophosphorylase [carboxylating]	7.83071e+07
Q15276	RABE1_HUMAN	RABEP1	Rab GTPase-binding effector protein 1	9.12294e+06
Q15286	RAB35_HUMAN	RAB35	Ras-related protein Rab-35	1.10654e+07
Q15287	RNPS1_HUMAN	RNPS1	RNA-binding protein with serine-rich domain 1	2.17886e+07
Q15293	RCN1_HUMAN	RCN1	Reticulocalbin-1	6.49895e+07
Q15334	L2GL1_HUMAN	LLGL1	Lethal(2) giant larvae protein homolog 1	1.01361e+07
Q15363	TMED2_HUMAN	TMED2	Transmembrane emp24 domain-containing protein 2	7.0028e+07
Q15365	PCBP1_HUMAN	PCBP1	Poly(rC)-binding protein 1	2.06725e+08
Q15366	PCBP2_HUMAN	PCBP2	Poly(rC)-binding protein 2	1.44163e+08
Q15369	ELOC_HUMAN	ELOC	Elongin-C	1.71527e+07
Q15370	ELOB_HUMAN	ELOB	Elongin-B	3.4596e+07
Q15382	RHEB_HUMAN	RHEB	GTP-binding protein Rheb	1.69387e+07
Q15386	UBE3C_HUMAN	UBE3C	Ubiquitin-protein ligase E3C	3.78019e+07
Q15393	SF3B3_HUMAN	SF3B3	Splicing factor 3B subunit 3	2.95049e+07
Q15397	PUM3_HUMAN	PUM3	Pumilio homolog 3	1.33868e+06
Q15404	RSU1_HUMAN	RSU1	Ras suppressor protein 1	4.55163e+08
Q15417	CNN3_HUMAN	CNN3	Calponin-3	1.3759e+08
Q15424	SAFB1_HUMAN	SAFB	Scaffold attachment factor B1	2.20731e+07
Q15427	SF3B4_HUMAN	SF3B4	Splicing factor 3B subunit 4	1.53778e+07
Q15428	SF3A2_HUMAN	SF3A2	Splicing factor 3A subunit 2	1.23913e+07
Q15434	RBMS2_HUMAN	RBMS2	RNA-binding motif, single-stranded-interacting protein 2	3.06997e+07
Q15435	PP1R7_HUMAN	PPP1R7	Protein phosphatase 1 regulatory subunit 7	6.76788e+07
Q15436	SC23A_HUMAN	SEC23A	Protein transport protein Sec23A	7.35921e+07
Q15459	SF3A1_HUMAN	SF3A1	Splicing factor 3A subunit 1	1.80236e+07
Q15477	SKI2_HUMAN	SKIC2	Superkiller complex protein 2	1.02246e+07
Q15493	RGN_HUMAN	RGN	Regucalcin	2.08482e+06
Q15582	BGH3_HUMAN	TGFBI	Transforming growth factor-beta-induced protein ig-h3	3.86993e+08
Q15628	TRADD_HUMAN	TRADD	Tumor necrosis factor receptor type 1-associated DEATH domain protein	1.13312e+07
Q15631	TSN_HUMAN	TSN	Translin	1.76519e+07
Q15637	SF01_HUMAN	SF1	Splicing factor 1	1.69162e+07
Q15642	CIP4_HUMAN	TRIP10	Cdc42-interacting protein 4	1.13718e+07
Q15654	TRIP6_HUMAN	TRIP6	Thyroid receptor-interacting protein 6	2.68108e+07
Q15691	MARE1_HUMAN	MAPRE1	Microtubule-associated protein RP/EB family member 1	7.23753e+07
Q15714	T22D1_HUMAN	TSC22D1	TSC22 domain family protein 1	7.05499e+06
Q15717	ELAV1_HUMAN	ELAVL1	ELAV-like protein 1	6.39461e+07
Q15746	MYLK_HUMAN	MYLK	Myosin light chain kinase, smooth muscle	5.98413e+08
Q15750	TAB1_HUMAN	TAB1	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1	1.83974e+07
Q15751	HERC1_HUMAN	HERC1	Probable E3 ubiquitin-protein ligase HERC1	1.05534e+06
Q15772	SPEG_HUMAN	SPEG	Striated muscle preferentially expressed protein kinase	3.89522e+06
Q15773	MLF2_HUMAN	MLF2	Myeloid leukemia factor 2	2.51633e+06
Q15785	TOM34_HUMAN	TOMM34	Mitochondrial import receptor subunit TOM34	5.10714e+06
Q15811	ITSN1_HUMAN	ITSN1	Intersectin-1	1.28387e+07
Q15813	TBCE_HUMAN	TBCE	Tubulin-specific chaperone E	5.23487e+06
Q15814	TBCC_HUMAN	TBCC	Tubulin-specific chaperone C	1.25195e+07
Q15819	UB2V2_HUMAN	UBE2V2	Ubiquitin-conjugating enzyme E2 variant 2	7.05904e+07
Q15833	STXB2_HUMAN	STXBP2	Syntaxin-binding protein 2	6.99687e+06
Q15836	VAMP3_HUMAN	VAMP3	Vesicle-associated membrane protein 3	2.31422e+07
Q15843	NEDD8_HUMAN	NEDD8	NEDD8	2.34605e+07
Q15847	ADIRF_HUMAN	ADIRF	Adipogenesis regulatory factor	7.67145e+06
Q15848	ADIPO_HUMAN	ADIPOQ	Adiponectin	5.10275e+06
Q15906	VPS72_HUMAN	VPS72	Vacuolar protein sorting-associated protein 72 homolog	2.84599e+06
Q15907	RB11B_HUMAN	RAB11B	Ras-related protein Rab-11B	1.07522e+08
Q15942	ZYX_HUMAN	ZYX	Zyxin	2.73743e+08
Q16082	HSPB2_HUMAN	HSPB2	Heat shock protein beta-2	6.94446e+06
Q16181	SEPT7_HUMAN	SEPTIN7	Septin-7	8.5551e+07
Q16186	ADRM1_HUMAN	ADRM1	Proteasomal ubiquitin receptor ADRM1	9.04506e+06
Q16204	CCDC6_HUMAN	CCDC6	Coiled-coil domain-containing protein 6	3.1869e+07
Q16270	IBP7_HUMAN	IGFBP7	Insulin-like growth factor-binding protein 7	3.66684e+07
Q16363	LAMA4_HUMAN	LAMA4	Laminin subunit alpha-4	1.29999e+07
Q16401	PSMD5_HUMAN	PSMD5	26S proteasome non-ATPase regulatory subunit 5	4.0567e+07
Q16512	PKN1_HUMAN	PKN1	Serine/threonine-protein kinase N1	8.31044e+06
Q16513	PKN2_HUMAN	PKN2	Serine/threonine-protein kinase N2	1.06883e+07
Q16527	CSRP2_HUMAN	CSRP2	Cysteine and glycine-rich protein 2	6.08723e+06
Q16531	DDB1_HUMAN	DDB1	DNA damage-binding protein 1	3.03556e+07
Q16537	2A5E_HUMAN	PPP2R5E	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	9.34792e+06
Q16539	MK14_HUMAN	MAPK14	Mitogen-activated protein kinase 14	2.07183e+07
Q16540	RM23_HUMAN	MRPL23	Large ribosomal subunit protein uL23m	4.11776e+06
Q16543	CDC37_HUMAN	CDC37	Hsp90 co-chaperone Cdc37	3.21979e+07
Q16555	DPYL2_HUMAN	DPYSL2	Dihydropyrimidinase-related protein 2	5.38723e+07
Q16563	SYPL1_HUMAN	SYPL1	Synaptophysin-like protein 1	8.16033e+07
Q16576	RBBP7_HUMAN	RBBP7	Histone-binding protein RBBP7	6.9309e+07
Q16610	ECM1_HUMAN	ECM1	Extracellular matrix protein 1	3.42624e+07
Q16629	SRSF7_HUMAN	SRSF7	Serine/arginine-rich splicing factor 7	5.33654e+07
Q16630	CPSF6_HUMAN	CPSF6	Cleavage and polyadenylation specificity factor subunit 6	2.35318e+07
Q16643	DREB_HUMAN	DBN1	Drebrin	7.72027e+07
Q16647	PTGIS_HUMAN	PTGIS	Prostacyclin synthase	2.04314e+08
Q16658	FSCN1_HUMAN	FSCN1	Fascin	9.56952e+07
Q16666	IF16_HUMAN	IFI16	Gamma-interferon-inducible protein 16	2.3518e+08
Q16678	CP1B1_HUMAN	CYP1B1	Cytochrome P450 1B1	9.11516e+06
Q16698	DECR_HUMAN	DECR1	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial	3.94013e+07
Q16706	MA2A1_HUMAN	MAN2A1	Alpha-mannosidase 2	3.77949e+06
Q16718	NDUA5_HUMAN	NDUFA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	1.66076e+07
Q16740	CLPP_HUMAN	CLPP	ATP-dependent Clp protease proteolytic subunit, mitochondrial	7.99574e+06
Q16762	THTR_HUMAN	TST	Thiosulfate sulfurtransferase	2.54083e+07
Q16774	KGUA_HUMAN	GUK1	Guanylate kinase	1.26032e+07
Q16775	GLO2_HUMAN	HAGH	Hydroxyacylglutathione hydrolase, mitochondrial	8.55508e+06
