Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01.mzML
P53299	TIM13_YEAST	TIM13	Mitochondrial import inner membrane translocase subunit TIM13	4.68751e+06
P53303	ZPR1_YEAST	ZPR1	Zinc finger protein ZPR1	4.00278e+06
P53312	SUCB_YEAST	LSC2	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	8.33552e+06
P53315	SOL4_YEAST	SOL4	6-phosphogluconolactonase 4	6.71191e+06
P53316	YG5B_YEAST	YGR250C	Uncharacterized RNA-binding protein YGR250C	1.30474e+06
P53319	6PGD2_YEAST	GND2	6-phosphogluconate dehydrogenase, decarboxylating 2	1.40031e+07
P53330	RT102_YEAST	RTT102	Regulator of Ty1 transposition protein 102	1.54662e+06
P53332	COAD_YEAST	CAB4	Phosphopantetheine adenylyltransferase	1.66113e+06
P53334	SCW4_YEAST	SCW4	Probable family 17 glucosidase SCW4	5.65645e+06
P53337	ERV29_YEAST	ERV29	ER-derived vesicles protein ERV29	4.15032e+06
P53350	PLK1_HUMAN	PLK1	Serine/threonine-protein kinase PLK1	1.65201e+07
P53365	ARFP2_HUMAN	ARFIP2	Arfaptin-2	4.08693e+06
P53367	ARFP1_HUMAN	ARFIP1	Arfaptin-1	4.94171e+06
P53384	NUBP1_HUMAN	NUBP1	Cytosolic Fe-S cluster assembly factor NUBP1	4.42838e+06
P53396	ACLY_HUMAN	ACLY	ATP-citrate synthase	4.19517e+07
P53489	ARP2_CAEEL	arx-2	Actin-related protein 2	3.95501e+06
P53507	TOM7_YEAST	TOM7	Mitochondrial import receptor subunit TOM7	3.7895e+06
P53549	PRS10_YEAST	RPT4	26S proteasome subunit RPT4	3.36566e+06
P53551	H1_YEAST	HHO1	Histone H1	1.27955e+06
P53582	MAP11_HUMAN	METAP1	Methionine aminopeptidase 1	1.3179e+07
P53585	ACLY_CAEEL	acly-1	Probable ATP-citrate synthase	1.2429e+07
P53588	SUCB1_CAEEL	suca-1	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	2.72712e+07
P53589	SUCB2_CAEEL	sucg-1	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	1.72521e+07
P53596	SUCA_CAEEL	sucl-1	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	5.05528e+07
P53597	SUCA_HUMAN	SUCLG1	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	1.76239e+07
P53598	SUCA_YEAST	LSC1	Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial	1.35398e+07
P53602	MVD1_HUMAN	MVD	Diphosphomevalonate decarboxylase	2.9193e+06
P53609	PGTB1_HUMAN	PGGT1B	Geranylgeranyl transferase type-1 subunit beta	2.83068e+06
P53611	PGTB2_HUMAN	RABGGTB	Geranylgeranyl transferase type-2 subunit beta	1.25339e+07
P53618	COPB_HUMAN	COPB1	Coatomer subunit beta	1.0641e+07
P53621	COPA_HUMAN	COPA	Coatomer subunit alpha	1.77128e+07
P53622	COPA_YEAST	COP1	Coatomer subunit alpha	3.90291e+06
P53629	ARE2_YEAST	ARE2	Sterol O-acyltransferase 2	1.01337e+06
P53630	BIOD_YEAST	BIO4	Dethiobiotin synthetase	1.00985e+07
P53633	PRA1_YEAST	YIP3	Prenylated Rab acceptor 1	1.24658e+07
P53634	CATC_HUMAN	CTSC	Dipeptidyl peptidase 1	8.29803e+06
P53680	AP2S1_HUMAN	AP2S1	AP-2 complex subunit sigma	9.47552e+06
P53691	PPID_YEAST	CPR6	Peptidyl-prolyl cis-trans isomerase CPR6	7.1713e+06
P53701	CCHL_HUMAN	HCCS	Cytochrome c-type heme lyase	1.36145e+07
P53703	CCHL_CAEEL	cchl-1	Probable cytochrome c-type heme lyase	4.527e+06
P53721	RCF2_YEAST	RCF2	Respiratory supercomplex factor 2, mitochondrial	1.32264e+06
P53731	ARPC2_YEAST	ARC35	Actin-related protein 2/3 complex subunit 2	4.60188e+06
P53733	RT19_YEAST	RSM19	37S ribosomal protein S19, mitochondrial	1.20229e+06
P53738	TR112_YEAST	TRM112	Multifunctional methyltransferase subunit TRM112	2.09592e+06
P53794	SC5A3_HUMAN	SLC5A3	Sodium/myo-inositol cotransporter	1.89215e+06
P53795	HINT_CAEEL	hint-1	Histidine triad nucleotide-binding protein 1	4.49533e+06
P53801	PTTG_HUMAN	PTTG1IP	Pituitary tumor-transforming gene 1 protein-interacting protein	8.30371e+06
P53834	HCH1_YEAST	HCH1	Hsp90 co-chaperone HCH1	8.88432e+06
P53839	GOR1_YEAST	GOR1	Glyoxylate reductase 1	3.12647e+07
P53849	GIS2_YEAST	GIS2	Zinc finger protein GIS2	5.59129e+06
P53852	SYC_YEAST	YNL247W	Cysteine--tRNA ligase	2.87241e+06
P53853	VPS75_YEAST	VPS75	Vacuolar protein sorting-associated protein 75	646005
P53860	PDR16_YEAST	PDR16	Phosphatidylinositol transfer protein PDR16	4.66963e+06
P53879	RHO5_YEAST	RHO5	GTP-binding protein RHO5	796156
P53885	MDG1_YEAST	MDG1	Signal transduction protein MDG1	4.12251e+06
P53897	IGO1_YEAST	IGO1	mRNA stability protein IGO1	6.22765e+06
P53900	PFD4_YEAST	GIM3	Prefoldin subunit 4	2.72412e+06
P53912	YNN4_YEAST	YNL134C	Uncharacterized protein YNL134C	3.82852e+07
P53925	YNL5_YEAST	YNL115C	Uncharacterized vacuolar membrane protein YNL115C	3.30796e+06
P53929	YNK8_YEAST	YNL108C	Uncharacterized protein YNL108C	915754
P53937	SWS2_YEAST	SWS2	37S ribosomal protein SWS2, mitochondrial	3.81316e+06
P53981	YNB0_YEAST	YNL010W	Uncharacterized phosphatase YNL010W	1.84406e+07
P53985	MOT1_HUMAN	SLC16A1	Monocarboxylate transporter 1	3.83719e+07
P53990	IST1_HUMAN	IST1	IST1 homolog	7.27388e+06
P53992	SC24C_HUMAN	SEC24C	Protein transport protein Sec24C	1.29856e+07
P53999	TCP4_HUMAN	SUB1	Activated RNA polymerase II transcriptional coactivator p15	1.66293e+08
P54000	SUB1_YEAST	SUB1	RNA polymerase II transcriptional coactivator SUB1	3.52838e+06
P54003	SUR7_YEAST	SUR7	Protein SUR7	2.22085e+06
P54105	ICLN_HUMAN	CLNS1A	Methylosome subunit pICln	3.21982e+07
P54113	PUR91_YEAST	ADE16	Bifunctional purine biosynthesis protein ADE16	1.05645e+07
P54114	ALDH3_YEAST	ALD3	Aldehyde dehydrogenase [NAD(P)+] 2	3.54381e+07
P54115	ALDH6_YEAST	ALD6	Magnesium-activated aldehyde dehydrogenase, cytosolic	1.0622e+08
P54136	SYRC_HUMAN	RARS1	Arginine--tRNA ligase, cytoplasmic	3.65136e+07
P54216	ALF1_CAEEL	aldo-1	Fructose-bisphosphate aldolase 1	7.18887e+07
P54278	PMS2_HUMAN	PMS2	Mismatch repair endonuclease PMS2	805270
P54412	EF1G_CAEEL	eef-1G	Probable elongation factor 1-gamma	1.72031e+08
P54577	SYYC_HUMAN	YARS1	Tyrosine--tRNA ligase, cytoplasmic	4.90245e+07
P54578	UBP14_HUMAN	USP14	Ubiquitin carboxyl-terminal hydrolase 14	1.64141e+07
P54619	AAKG1_HUMAN	PRKAG1	5'-AMP-activated protein kinase subunit gamma-1	2.48895e+06
P54652	HSP72_HUMAN	HSPA2	Heat shock-related 70 kDa protein 2	1.63032e+06
P54688	BCAT_CAEEL	bcat-1	Branched-chain-amino-acid aminotransferase, cytosolic	1.01651e+07
P54709	AT1B3_HUMAN	ATP1B3	Sodium/potassium-transporting ATPase subunit beta-3	3.24414e+07
P54725	RD23A_HUMAN	RAD23A	UV excision repair protein RAD23 homolog A	1.73531e+07
P54727	RD23B_HUMAN	RAD23B	UV excision repair protein RAD23 homolog B	3.96623e+07
P54730	UBX4_YEAST	UBX4	UBX domain-containing protein 4	3.21611e+06
P54783	ALO_YEAST	ALO1	D-arabinono-1,4-lactone oxidase	2.84513e+06
P54811	TERA1_CAEEL	cdc-48.1	Transitional endoplasmic reticulum ATPase homolog 1	1.91434e+07
P54812	TERA2_CAEEL	cdc-48.2	Transitional endoplasmic reticulum ATPase homolog 2	3.98035e+07
P54813	YME1_CAEEL	ymel-1	ATP-dependent zinc metalloprotease YME1 homolog	1.42144e+06
P54819	KAD2_HUMAN	AK2	Adenylate kinase 2, mitochondrial	7.726e+07
P54837	TMEDA_YEAST	ERV25	Endoplasmic reticulum vesicle protein 25	1.00251e+06
P54838	DAK1_YEAST	DAK1	Dihydroxyacetone kinase 1	1.93342e+07
P54839	HMCS_YEAST	ERG13	Hydroxymethylglutaryl-CoA synthase	2.10797e+07
P54858	DOS2_YEAST	DOS2	Protein DOS2	1.00292e+06
P54861	DNM1_YEAST	DNM1	Dynamin-related protein DNM1	2.88383e+06
P54885	PROA_YEAST	PRO2	Gamma-glutamyl phosphate reductase	5.49617e+06
P54886	P5CS_HUMAN	ALDH18A1	Delta-1-pyrroline-5-carboxylate synthase	1.49734e+07
P54889	ALH13_CAEEL	alh-13	Probable delta-1-pyrroline-5-carboxylate synthase	8.06195e+07
P54920	SNAA_HUMAN	NAPA	Alpha-soluble NSF attachment protein	7.32866e+06
P54964	ORN_YEAST	REX2	Oligoribonuclease, mitochondrial	1.16886e+06
P55010	IF5_HUMAN	EIF5	Eukaryotic translation initiation factor 5	3.24987e+07
P55011	S12A2_HUMAN	SLC12A2	Solute carrier family 12 member 2	187897
P55036	PSMD4_HUMAN	PSMD4	26S proteasome non-ATPase regulatory subunit 4	1.87653e+07
P55039	DRG2_HUMAN	DRG2	Developmentally-regulated GTP-binding protein 2	6.87384e+06
P55060	XPO2_HUMAN	CSE1L	Exportin-2	1.23622e+08
P55061	BI1_HUMAN	TMBIM6	Bax inhibitor 1	3.74732e+06
P55072	TERA_HUMAN	VCP	Transitional endoplasmic reticulum ATPase	6.72083e+07
P55081	MFAP1_HUMAN	MFAP1	Microfibrillar-associated protein 1	9.83715e+06
P55084	ECHB_HUMAN	HADHB	Trifunctional enzyme subunit beta, mitochondrial	4.47392e+07
P55145	MANF_HUMAN	MANF	Mesencephalic astrocyte-derived neurotrophic factor	1.54597e+07
P55155	VIT1_CAEEL	vit-1	Vitellogenin-1	4.80829e+07
P55196	AFAD_HUMAN	AFDN	Afadin	1.05753e+06
P55199	ELL_HUMAN	ELL	RNA polymerase II elongation factor ELL	1.41363e+06
P55209	NP1L1_HUMAN	NAP1L1	Nucleosome assembly protein 1-like 1	5.77182e+07
P55210	CASP7_HUMAN	CASP7	Caspase-7	2.01769e+06
P55211	CASP9_HUMAN	CASP9	Caspase-9	5.57815e+06
P55216	CGL2_CAEEL	cth-2	Putative cystathionine gamma-lyase 2	1.3371e+07
P55263	ADK_HUMAN	ADK	Adenosine kinase	1.66828e+07
P55265	DSRAD_HUMAN	ADAR	Double-stranded RNA-specific adenosine deaminase	2.49064e+07
P55326	YZG1_CAEEL	F13E6.1	Uncharacterized protein F13E6.1	1.49027e+07
P55327	TPD52_HUMAN	TPD52	Tumor protein D52	3.35781e+07
P55735	SEC13_HUMAN	SEC13	Protein SEC13 homolog	2.31574e+07
P55769	NH2L1_HUMAN	SNU13	NHP2-like protein 1	6.52178e+07
P55786	PSA_HUMAN	NPEPPS	Puromycin-sensitive aminopeptidase	3.1394e+07
P55795	HNRH2_HUMAN	HNRNPH2	Heterogeneous nuclear ribonucleoprotein H2	2.4478e+07
P55809	SCOT1_HUMAN	OXCT1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	2.57923e+07
P55853	SUMO_CAEEL	smo-1	Small ubiquitin-related modifier	9.92387e+07
P55854	SUMO3_HUMAN	SUMO3	Small ubiquitin-related modifier 3	7.63695e+06
P55884	EIF3B_HUMAN	EIF3B	Eukaryotic translation initiation factor 3 subunit B	4.06741e+07
P55954	COX5A_CAEEL	cox-5A	Cytochrome c oxidase subunit 5A, mitochondrial	3.12959e+07
P55955	TTR16_CAEEL	ttr-16	Transthyretin-like protein 16	1.21286e+08
P55956	ASP3_CAEEL	asp-3	Aspartic protease 3	3.20048e+07
P55957	BID_HUMAN	BID	BH3-interacting domain death agonist	6.82106e+06
P56134	ATPK_HUMAN	ATP5MF	ATP synthase subunit f, mitochondrial	2.96531e+07
P56182	RRP1_HUMAN	RRP1	Ribosomal RNA processing protein 1 homolog A	1.20605e+07
P56192	SYMC_HUMAN	MARS1	Methionine--tRNA ligase, cytoplasmic	3.44471e+07
P56199	ITA1_HUMAN	ITGA1	Integrin alpha-1	1.43881e+07
P56211	ARP19_HUMAN	ARPP19	cAMP-regulated phosphoprotein 19	4.52748e+06
P56270	MAZ_HUMAN	MAZ	Myc-associated zinc finger protein	1.03874e+07
P56378	ATP68_HUMAN	ATP5MPL	ATP synthase subunit ATP5MPL, mitochondrial	2.30048e+07
P56381;Q5VTU8	AT5EL_HUMAN;ATP5E_HUMAN	ATP5F1E;ATP5F1EP2	ATP synthase subunit epsilon, mitochondrial	1.17986e+07
P56385	ATP5I_HUMAN	ATP5ME	ATP synthase subunit e, mitochondrial	3.36664e+07
P56508	SNA2_YEAST	SNA2	Protein SNA2	3.31266e+06
P56537	IF6_HUMAN	EIF6	Eukaryotic translation initiation factor 6	3.21217e+07
P56545	CTBP2_HUMAN	CTBP2	C-terminal-binding protein 2	1.35731e+07
P56556	NDUA6_HUMAN	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	2.48801e+06
P56628	RL22B_YEAST	RPL22B	60S ribosomal protein L22-B	571967
P56937	DHB7_HUMAN	HSD17B7	3-keto-steroid reductase	1.63223e+06
P56945	BCAR1_HUMAN	BCAR1	Breast cancer anti-estrogen resistance protein 1	9.55702e+06
P57076	CF298_HUMAN	CFAP298	Cilia- and flagella-associated protein 298	3.40434e+06
P57081	WDR4_HUMAN	WDR4	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4	4.50815e+06
P57088	TMM33_HUMAN	TMEM33	Transmembrane protein 33	2.19419e+07
P57105	SYJ2B_HUMAN	SYNJ2BP	Synaptojanin-2-binding protein	4.17268e+06
P57678	GEMI4_HUMAN	GEMIN4	Gem-associated protein 4	6.41195e+06
P57737	CORO7_HUMAN	CORO7	Coronin-7	8.36294e+06
P57740	NU107_HUMAN	NUP107	Nuclear pore complex protein Nup107	9.83036e+06
P57744	TIM8_YEAST	TIM8	Mitochondrial import inner membrane translocase subunit TIM8	4.386e+06
P57764	GSDMD_HUMAN	GSDMD	Gasdermin-D	564790
P57772	SELB_HUMAN	EEFSEC	Selenocysteine-specific elongation factor	5.02136e+06
P58107	EPIPL_HUMAN	EPPK1	Epiplakin	7.21366e+06
P58546	MTPN_HUMAN	MTPN	Myotrophin	2.14027e+07
P58798	ARPC4_CAEEL	arx-6	Probable actin-related protein 2/3 complex subunit 4	9.74869e+06
P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879	H2B1C_HUMAN;H2B1D_HUMAN;H2B1H_HUMAN;H2B1M_HUMAN;H2B1N_HUMAN;H2B2F_HUMAN	H2BC14;H2BC15;H2BC18;H2BC4;H2BC5;H2BC9	Histone H2B type 1-D	1.38853e+09
P59190	RAB15_HUMAN	RAB15	Ras-related protein Rab-15	5.53147e+07
P59998	ARPC4_HUMAN	ARPC4	Actin-related protein 2/3 complex subunit 4	2.43447e+07
P60010	ACT_YEAST	ACT1	Actin	4.00206e+09
P60033	CD81_HUMAN	CD81	CD81 antigen	5.54723e+06
P60174	TPIS_HUMAN	TPI1	Triosephosphate isomerase	7.8214e+08
P60228	EIF3E_HUMAN	EIF3E	Eukaryotic translation initiation factor 3 subunit E	2.91397e+07
P60468	SC61B_HUMAN	SEC61B	Protein transport protein Sec61 subunit beta	4.18406e+07
P60484	PTEN_HUMAN	PTEN	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	3.43492e+06
P60510	PP4C_HUMAN	PPP4C	Serine/threonine-protein phosphatase 4 catalytic subunit	3.53726e+06
P60520	GBRL2_HUMAN	GABARAPL2	Gamma-aminobutyric acid receptor-associated protein-like 2	2.93792e+06
P60602	ROMO1_HUMAN	ROMO1	Reactive oxygen species modulator 1	3.60552e+06
P60604	UB2G2_HUMAN	UBE2G2	Ubiquitin-conjugating enzyme E2 G2	1.15102e+07
P60660	MYL6_HUMAN	MYL6	Myosin light polypeptide 6	7.36551e+07
P60709	ACTB_HUMAN	ACTB	Actin, cytoplasmic 1	2.88436e+09
P60842	IF4A1_HUMAN	EIF4A1	Eukaryotic initiation factor 4A-I	1.12762e+08
P60866	RS20_HUMAN	RPS20	40S ribosomal protein S20	2.02486e+08
P60891	PRPS1_HUMAN	PRPS1	Ribose-phosphate pyrophosphokinase 1	4.34184e+07
P60900	PSA6_HUMAN	PSMA6	Proteasome subunit alpha type-6	5.29376e+07
P60903	S10AA_HUMAN	S100A10	Protein S100-A10	5.13435e+07
P60953	CDC42_HUMAN	CDC42	Cell division control protein 42 homolog	8.83334e+07
P60981	DEST_HUMAN	DSTN	Destrin	2.5164e+07
P60983	GMFB_HUMAN	GMFB	Glia maturation factor beta	9.07194e+06
P61006	RAB8A_HUMAN	RAB8A	Ras-related protein Rab-8A	1.73094e+07
P61009	SPCS3_HUMAN	SPCS3	Signal peptidase complex subunit 3	2.40673e+07
P61011	SRP54_HUMAN	SRP54	Signal recognition particle 54 kDa protein	1.15477e+07
P61019	RAB2A_HUMAN	RAB2A	Ras-related protein Rab-2A	2.69965e+07
P61020	RAB5B_HUMAN	RAB5B	Ras-related protein Rab-5B	6.30194e+06
P61024	CKS1_HUMAN	CKS1B	Cyclin-dependent kinases regulatory subunit 1	9.02648e+06
P61026	RAB10_HUMAN	RAB10	Ras-related protein Rab-10	9.24507e+07
P61073	CXCR4_HUMAN	CXCR4	C-X-C chemokine receptor type 4	4.32116e+06
P61081	UBC12_HUMAN	UBE2M	NEDD8-conjugating enzyme Ubc12	2.72619e+07
P61086	UBE2K_HUMAN	UBE2K	Ubiquitin-conjugating enzyme E2 K	2.67351e+07
P61088	UBE2N_HUMAN	UBE2N	Ubiquitin-conjugating enzyme E2 N	7.32857e+07
P61106	RAB14_HUMAN	RAB14	Ras-related protein Rab-14	2.49052e+07
P61158	ARP3_HUMAN	ACTR3	Actin-related protein 3	2.32924e+07
P61160	ARP2_HUMAN	ACTR2	Actin-related protein 2	1.65715e+07
P61163	ACTZ_HUMAN	ACTR1A	Alpha-centractin	1.70157e+07
P61201	CSN2_HUMAN	COPS2	COP9 signalosome complex subunit 2	8.00652e+06
P61218	RPAB2_HUMAN	POLR2F	DNA-directed RNA polymerases I, II, and III subunit RPABC2	1.41022e+07
P61221	ABCE1_HUMAN	ABCE1	ATP-binding cassette sub-family E member 1	1.77881e+07
P61224	RAP1B_HUMAN	RAP1B	Ras-related protein Rap-1b	4.857e+07
P61225	RAP2B_HUMAN	RAP2B	Ras-related protein Rap-2b	1.51206e+07
P61247	RS3A_HUMAN	RPS3A	40S ribosomal protein S3a	2.26107e+08
P61254	RL26_HUMAN	RPL26	60S ribosomal protein L26	1.76948e+08
P61289	PSME3_HUMAN	PSME3	Proteasome activator complex subunit 3	2.66614e+07
P61313	RL15_HUMAN	RPL15	60S ribosomal protein L15	1.90388e+08
P61326;Q96A72	MGN2_HUMAN;MGN_HUMAN	MAGOH;MAGOHB	Protein mago nashi homolog	3.26987e+07
P61353	RL27_HUMAN	RPL27	60S ribosomal protein L27	1.36111e+08
P61421	VA0D1_HUMAN	ATP6V0D1	V-type proton ATPase subunit d 1	1.87676e+07
P61457	PHS_HUMAN	PCBD1	Pterin-4-alpha-carbinolamine dehydratase	1.4998e+07
P61513	RL37A_HUMAN	RPL37A	60S ribosomal protein L37a	3.12502e+07
P61586	RHOA_HUMAN	RHOA	Transforming protein RhoA	4.36117e+07
P61599	NAA20_HUMAN	NAA20	N-alpha-acetyltransferase 20	2.94011e+06
P61604	CH10_HUMAN	HSPE1	10 kDa heat shock protein, mitochondrial	5.11744e+08
P61619	S61A1_HUMAN	SEC61A1	Protein transport protein Sec61 subunit alpha isoform 1	4.59678e+07
P61758	PFD3_HUMAN	VBP1	Prefoldin subunit 3	1.7133e+07
P61764	STXB1_HUMAN	STXBP1	Syntaxin-binding protein 1	6.98616e+06
P61769	B2MG_HUMAN	B2M	Beta-2-microglobulin	7.11792e+07
P61803	DAD1_HUMAN	DAD1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	1.04611e+07
P61830	H3_YEAST	HHT1	Histone H3	6.9392e+07
P61866	RL12_CAEEL	rpl-12	60S ribosomal protein L12	1.93299e+08
P61916	NPC2_HUMAN	NPC2	NPC intracellular cholesterol transporter 2	1.11797e+07
P61923	COPZ1_HUMAN	COPZ1	Coatomer subunit zeta-1	1.42813e+07
P61927	RL37_HUMAN	RPL37	60S ribosomal protein L37	4.0194e+07
P61956	SUMO2_HUMAN	SUMO2	Small ubiquitin-related modifier 2	1.27843e+08
P61960	UFM1_HUMAN	UFM1	Ubiquitin-fold modifier 1	1.18585e+06
P61962	DCAF7_HUMAN	DCAF7	DDB1- and CUL4-associated factor 7	3.2962e+06
P61964	WDR5_HUMAN	WDR5	WD repeat-containing protein 5	9.89385e+06
P61966	AP1S1_HUMAN	AP1S1	AP-1 complex subunit sigma-1A	4.67796e+06
P61970	NTF2_HUMAN	NUTF2	Nuclear transport factor 2	5.54713e+07
P61978	HNRPK_HUMAN	HNRNPK	Heterogeneous nuclear ribonucleoprotein K	4.00473e+08
P61981	1433G_HUMAN	YWHAG	14-3-3 protein gamma	1.16148e+08
P62072	TIM10_HUMAN	TIMM10	Mitochondrial import inner membrane translocase subunit Tim10	1.78617e+07
P62081	RS7_HUMAN	RPS7	40S ribosomal protein S7	1.96056e+08
P62136	PP1A_HUMAN	PPP1CA	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	1.74937e+07
P62140	PP1B_HUMAN	PPP1CB	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	3.05132e+07
P62166	NCS1_HUMAN	NCS1	Neuronal calcium sensor 1	5.98674e+06
P62191	PRS4_HUMAN	PSMC1	26S proteasome regulatory subunit 4	3.71104e+07
P62195	PRS8_HUMAN	PSMC5	26S proteasome regulatory subunit 8	5.18538e+07
P62241	RS8_HUMAN	RPS8	40S ribosomal protein S8	2.28597e+08
P62244	RS15A_HUMAN	RPS15A	40S ribosomal protein S15a	2.5153e+08
P62249	RS16_HUMAN	RPS16	40S ribosomal protein S16	2.43424e+08
P62253	UB2G1_HUMAN	UBE2G1	Ubiquitin-conjugating enzyme E2 G1	5.34136e+06
P62256	UBE2H_HUMAN	UBE2H	Ubiquitin-conjugating enzyme E2 H	4.34908e+06
P62258	1433E_HUMAN	YWHAE	14-3-3 protein epsilon	1.21404e+09
P62263	RS14_HUMAN	RPS14	40S ribosomal protein S14	1.62878e+08
P62266	RS23_HUMAN	RPS23	40S ribosomal protein S23	1.65643e+08
P62269	RS18_HUMAN	RPS18	40S ribosomal protein S18	2.51534e+08
P62273	RS29_HUMAN	RPS29	40S ribosomal protein S29	1.03768e+08
P62277	RS13_HUMAN	RPS13	40S ribosomal protein S13	1.53873e+08
P62280	RS11_HUMAN	RPS11	40S ribosomal protein S11	1.92089e+08
P62304	RUXE_HUMAN	SNRPE	Small nuclear ribonucleoprotein E	2.81435e+07
P62306	RUXF_HUMAN	SNRPF	Small nuclear ribonucleoprotein F	3.94186e+07
P62310	LSM3_HUMAN	LSM3	U6 snRNA-associated Sm-like protein LSm3	3.30529e+07
P62312	LSM6_HUMAN	LSM6	U6 snRNA-associated Sm-like protein LSm6	3.18925e+07
P62314	SMD1_HUMAN	SNRPD1	Small nuclear ribonucleoprotein Sm D1	5.56838e+07
P62316	SMD2_HUMAN	SNRPD2	Small nuclear ribonucleoprotein Sm D2	1.03486e+08
P62318	SMD3_HUMAN	SNRPD3	Small nuclear ribonucleoprotein Sm D3	8.38125e+07
P62328	TYB4_HUMAN	TMSB4X	Thymosin beta-4	1.99855e+08
P62330	ARF6_HUMAN	ARF6	ADP-ribosylation factor 6	5.59555e+06
P62333	PRS10_HUMAN	PSMC6	26S proteasome regulatory subunit 10B	3.71136e+07
P62380	TBPL1_HUMAN	TBPL1	TATA box-binding protein-like protein 1	1.2459e+06
P62424	RL7A_HUMAN	RPL7A	60S ribosomal protein L7a	2.91334e+08
P62487	RPB7_HUMAN	POLR2G	DNA-directed RNA polymerase II subunit RPB7	2.5498e+06
P62495	ERF1_HUMAN	ETF1	Eukaryotic peptide chain release factor subunit 1	1.81539e+07
P62633	CNBP_HUMAN	CNBP	Cellular nucleic acid-binding protein	9.11917e+07
P62701	RS4X_HUMAN	RPS4X	40S ribosomal protein S4, X isoform	3.11071e+08
P62714	PP2AB_HUMAN	PPP2CB	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	3.62599e+07
P62745	RHOB_HUMAN	RHOB	Rho-related GTP-binding protein RhoB	2.48567e+07
P62750	RL23A_HUMAN	RPL23A	60S ribosomal protein L23a	1.94737e+08
P62753	RS6_HUMAN	RPS6	40S ribosomal protein S6	2.84567e+08
P62784	H4_CAEEL	his-1	Histone H4	1.12915e+08
P62805	H4_HUMAN	H4C1	Histone H4	2.26674e+09
P62820	RAB1A_HUMAN	RAB1A	Ras-related protein Rab-1A	5.87218e+07
P62826	RAN_HUMAN	RAN	GTP-binding nuclear protein Ran	4.2742e+08
P62829	RL23_HUMAN	RPL23	60S ribosomal protein L23	4.57387e+08
P62834	RAP1A_HUMAN	RAP1A	Ras-related protein Rap-1A	5.04127e+06
P62841	RS15_HUMAN	RPS15	40S ribosomal protein S15	7.54703e+07
P62847	RS24_HUMAN	RPS24	40S ribosomal protein S24	4.0623e+07
P62851	RS25_HUMAN	RPS25	40S ribosomal protein S25	2.69159e+08
P62854	RS26_HUMAN	RPS26	40S ribosomal protein S26	1.93193e+08
P62857	RS28_HUMAN	RPS28	40S ribosomal protein S28	3.26491e+08
P62861	RS30_HUMAN	FAU	40S ribosomal protein S30	1.21445e+08
P62873	GBB1_HUMAN	GNB1	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	2.29902e+07
P62875	RPAB5_HUMAN	POLR2L	DNA-directed RNA polymerases I, II, and III subunit RPABC5	9.41183e+06
P62879	GBB2_HUMAN	GNB2	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	4.22976e+07
P62888	RL30_HUMAN	RPL30	60S ribosomal protein L30	9.86344e+07
P62899	RL31_HUMAN	RPL31	60S ribosomal protein L31	3.08726e+08
P62906	RL10A_HUMAN	RPL10A	60S ribosomal protein L10a	3.91619e+08
P62910	RL32_HUMAN	RPL32	60S ribosomal protein L32	2.10385e+08
P62913	RL11_HUMAN	RPL11	60S ribosomal protein L11	3.3081e+08
P62917	RL8_HUMAN	RPL8	60S ribosomal protein L8	3.52608e+08
P62937	PPIA_HUMAN	PPIA	Peptidyl-prolyl cis-trans isomerase A	5.60026e+08
P62942	FKB1A_HUMAN	FKBP1A	Peptidyl-prolyl cis-trans isomerase FKBP1A	1.83961e+07
P62979	RS27A_HUMAN	RPS27A	Ubiquitin-40S ribosomal protein S27a	1.24037e+09
P62993	GRB2_HUMAN	GRB2	Growth factor receptor-bound protein 2	1.48015e+07
P62995	TRA2B_HUMAN	TRA2B	Transformer-2 protein homolog beta	4.81242e+07
P63000	RAC1_HUMAN	RAC1	Ras-related C3 botulinum toxin substrate 1	7.23784e+07
P63010	AP2B1_HUMAN	AP2B1	AP-2 complex subunit beta	3.12785e+07
P63027	VAMP2_HUMAN	VAMP2	Vesicle-associated membrane protein 2	1.87447e+07
