Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03.mzML
Q13523	PRP4B_HUMAN	PRPF4B	Serine/threonine-protein kinase PRP4 homolog	4.22346e+06
Q13526	PIN1_HUMAN	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	1.08826e+07
Q13541	4EBP1_HUMAN	EIF4EBP1	Eukaryotic translation initiation factor 4E-binding protein 1	1.81835e+06
Q13546	RIPK1_HUMAN	RIPK1	Receptor-interacting serine/threonine-protein kinase 1	1.1736e+06
Q13547	HDAC1_HUMAN	HDAC1	Histone deacetylase 1	2.9236e+07
Q13555	KCC2G_HUMAN	CAMK2G	Calcium/calmodulin-dependent protein kinase type II subunit gamma	2.53164e+06
Q13561	DCTN2_HUMAN	DCTN2	Dynactin subunit 2	8.17132e+06
Q13564	ULA1_HUMAN	NAE1	NEDD8-activating enzyme E1 regulatory subunit	8.64451e+06
Q13572	ITPK1_HUMAN	ITPK1	Inositol-tetrakisphosphate 1-kinase	3.40456e+06
Q13573	SNW1_HUMAN	SNW1	SNW domain-containing protein 1	1.13207e+07
Q13586	STIM1_HUMAN	STIM1	Stromal interaction molecule 1	1.29013e+06
Q13595	TRA2A_HUMAN	TRA2A	Transformer-2 protein homolog alpha	1.51195e+07
Q13596	SNX1_HUMAN	SNX1	Sorting nexin-1	1.57931e+07
Q13601	KRR1_HUMAN	KRR1	KRR1 small subunit processome component homolog	1.13655e+07
Q13610	PWP1_HUMAN	PWP1	Periodic tryptophan protein 1 homolog	7.89074e+06
Q13613	MTMR1_HUMAN	MTMR1	Myotubularin-related protein 1	2.22658e+06
Q13616	CUL1_HUMAN	CUL1	Cullin-1	6.32129e+06
Q13617	CUL2_HUMAN	CUL2	Cullin-2	1.52342e+06
Q13618	CUL3_HUMAN	CUL3	Cullin-3	3.13361e+06
Q13619	CUL4A_HUMAN	CUL4A	Cullin-4A	1.73679e+07
Q13620	CUL4B_HUMAN	CUL4B	Cullin-4B	2.55596e+06
Q13630	FCL_HUMAN	TSTA3	GDP-L-fucose synthase	1.27298e+07
Q13636	RAB31_HUMAN	RAB31	Ras-related protein Rab-31	5.12885e+06
Q13641	TPBG_HUMAN	TPBG	Trophoblast glycoprotein	2.42852e+06
Q13642	FHL1_HUMAN	FHL1	Four and a half LIM domains protein 1	8.4963e+06
Q13643	FHL3_HUMAN	FHL3	Four and a half LIM domains protein 3	7.43556e+06
Q13671	RIN1_HUMAN	RIN1	Ras and Rab interactor 1	1.58317e+06
Q13685	AAMP_HUMAN	AAMP	Angio-associated migratory cell protein	5.09784e+06
Q13724	MOGS_HUMAN	MOGS	Mannosyl-oligosaccharide glucosidase	9.55186e+06
Q13733	AT1A4_HUMAN	ATP1A4	Sodium/potassium-transporting ATPase subunit alpha-4	8.51972e+06
Q13740	CD166_HUMAN	ALCAM	CD166 antigen	4.01207e+06
Q13769	THOC5_HUMAN	THOC5	THO complex subunit 5 homolog	3.57125e+06
Q13813	SPTN1_HUMAN	SPTAN1	Spectrin alpha chain, non-erythrocytic 1	2.35275e+07
Q13823	NOG2_HUMAN	GNL2	Nucleolar GTP-binding protein 2	6.30298e+06
Q13825	AUHM_HUMAN	AUH	Methylglutaconyl-CoA hydratase, mitochondrial	784642
Q13838	DX39B_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B	8.4861e+07
Q13867	BLMH_HUMAN	BLMH	Bleomycin hydrolase	1.22873e+07
Q13868	EXOS2_HUMAN	EXOSC2	Exosome complex component RRP4	9.47843e+06
Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain	1.55765e+06
Q13887	KLF5_HUMAN	KLF5	Krueppel-like factor 5	3.73796e+06
Q13888;Q6P1K8	T2H2L_HUMAN;TF2H2_HUMAN	GTF2H2;GTF2H2C	General transcription factor IIH subunit 2	1.98857e+06
Q13895	BYST_HUMAN	BYSL	Bystin	1.82695e+07
Q13901	C1D_HUMAN	C1D	Nuclear nucleic acid-binding protein C1D	5.2863e+06
Q13907	IDI1_HUMAN	IDI1	Isopentenyl-diphosphate Delta-isomerase 1	5.75768e+06
Q13951	PEBB_HUMAN	CBFB	Core-binding factor subunit beta	1.17005e+07
Q13952	NFYC_HUMAN	NFYC	Nuclear transcription factor Y subunit gamma	5.97916e+06
Q14008	CKAP5_HUMAN	CKAP5	Cytoskeleton-associated protein 5	1.07762e+07
Q14011	CIRBP_HUMAN	CIRBP	Cold-inducible RNA-binding protein	1.14991e+07
Q14019	COTL1_HUMAN	COTL1	Coactosin-like protein	3.57427e+07
Q14061	COX17_HUMAN	COX17	Cytochrome c oxidase copper chaperone	8.39001e+06
Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	1.62516e+08
Q14108	SCRB2_HUMAN	SCARB2	Lysosome membrane protein 2	7.59007e+06
Q14114	LRP8_HUMAN	LRP8	Low-density lipoprotein receptor-related protein 8	1.22617e+06
Q14116	IL18_HUMAN	IL18	Interleukin-18	2.27727e+07
Q14118	DAG1_HUMAN	DAG1	Dystroglycan	5.05248e+06
Q14126	DSG2_HUMAN	DSG2	Desmoglein-2	4.9989e+06
Q14134	TRI29_HUMAN	TRIM29	Tripartite motif-containing protein 29	1.50557e+07
Q14137	BOP1_HUMAN	BOP1	Ribosome biogenesis protein BOP1	1.06216e+07
Q14139	UBE4A_HUMAN	UBE4A	Ubiquitin conjugation factor E4 A	2.14274e+06
Q14141	SEPT6_HUMAN	SEPTIN6	Septin-6	8.5672e+06
Q14146	URB2_HUMAN	URB2	Unhealthy ribosome biogenesis protein 2 homolog	2.29983e+06
Q14151	SAFB2_HUMAN	SAFB2	Scaffold attachment factor B2	2.88553e+07
Q14152	EIF3A_HUMAN	EIF3A	Eukaryotic translation initiation factor 3 subunit A	3.87669e+07
Q14155	ARHG7_HUMAN	ARHGEF7	Rho guanine nucleotide exchange factor 7	6.46534e+06
Q14157	UBP2L_HUMAN	UBAP2L	Ubiquitin-associated protein 2-like	1.4166e+07
Q14160	SCRIB_HUMAN	SCRIB	Protein scribble homolog	5.67137e+06
Q14165	MLEC_HUMAN	MLEC	Malectin	7.19533e+06
Q14166	TTL12_HUMAN	TTLL12	Tubulin--tyrosine ligase-like protein 12	7.62003e+06
Q14181	DPOA2_HUMAN	POLA2	DNA polymerase alpha subunit B	4.85918e+06
Q14191	WRN_HUMAN	WRN	Werner syndrome ATP-dependent helicase	631221
Q14192	FHL2_HUMAN	FHL2	Four and a half LIM domains protein 2	6.56995e+06
Q14197	ICT1_HUMAN	MRPL58	Peptidyl-tRNA hydrolase ICT1, mitochondrial	7.28508e+06
Q14202	ZMYM3_HUMAN	ZMYM3	Zinc finger MYM-type protein 3	3.1468e+06
Q14203	DCTN1_HUMAN	DCTN1	Dynactin subunit 1	5.49274e+06
Q14204	DYHC1_HUMAN	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	3.4864e+07
Q14232	EI2BA_HUMAN	EIF2B1	Translation initiation factor eIF-2B subunit alpha	1.05438e+07
Q14240	IF4A2_HUMAN	EIF4A2	Eukaryotic initiation factor 4A-II	1.29584e+07
Q14241	ELOA1_HUMAN	ELOA	Elongin-A	3.80461e+06
Q14244	MAP7_HUMAN	MAP7	Ensconsin	2.40534e+07
Q14247	SRC8_HUMAN	CTTN	Src substrate cortactin	4.11979e+07
Q14254	FLOT2_HUMAN	FLOT2	Flotillin-2	1.08527e+07
Q14257	RCN2_HUMAN	RCN2	Reticulocalbin-2	5.58523e+06
Q14258	TRI25_HUMAN	TRIM25	E3 ubiquitin/ISG15 ligase TRIM25	1.45745e+07
Q14318	FKBP8_HUMAN	FKBP8	Peptidyl-prolyl cis-trans isomerase FKBP8	4.65693e+06
Q14320	FA50A_HUMAN	FAM50A	Protein FAM50A	1.28879e+07
Q14331	FRG1_HUMAN	FRG1	Protein FRG1	1.07955e+07
Q14344	GNA13_HUMAN	GNA13	Guanine nucleotide-binding protein subunit alpha-13	5.67613e+06
Q14376	GALE_HUMAN	GALE	UDP-glucose 4-epimerase	1.01478e+07
Q14432	PDE3A_HUMAN	PDE3A	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	9.46004e+06
Q14444	CAPR1_HUMAN	CAPRIN1	Caprin-1	2.92177e+07
Q14498	RBM39_HUMAN	RBM39	RNA-binding protein 39	3.34045e+07
Q14527	HLTF_HUMAN	HLTF	Helicase-like transcription factor	9.12297e+06
Q14554	PDIA5_HUMAN	PDIA5	Protein disulfide-isomerase A5	2.89279e+06
Q14558	KPRA_HUMAN	PRPSAP1	Phosphoribosyl pyrophosphate synthase-associated protein 1	3.745e+06
Q14562	DHX8_HUMAN	DHX8	ATP-dependent RNA helicase DHX8	1.53963e+06
Q14566	MCM6_HUMAN	MCM6	DNA replication licensing factor MCM6	4.06822e+07
Q14571	ITPR2_HUMAN	ITPR2	Inositol 1,4,5-trisphosphate receptor type 2	1.70149e+06
Q14573	ITPR3_HUMAN	ITPR3	Inositol 1,4,5-trisphosphate receptor type 3	5.6806e+06
Q14643	ITPR1_HUMAN	ITPR1	Inositol 1,4,5-trisphosphate receptor type 1	2.26393e+07
Q14651	PLSI_HUMAN	PLS1	Plastin-1	3.41083e+06
Q14653	IRF3_HUMAN	IRF3	Interferon regulatory factor 3	6.37874e+06
Q14657	LAGE3_HUMAN	LAGE3	EKC/KEOPS complex subunit LAGE3	7.01705e+06
Q14669	TRIPC_HUMAN	TRIP12	E3 ubiquitin-protein ligase TRIP12	3.81974e+06
Q14671	PUM1_HUMAN	PUM1	Pumilio homolog 1	1.32657e+07
Q14676	MDC1_HUMAN	MDC1	Mediator of DNA damage checkpoint protein 1	2.08127e+06
Q14677	EPN4_HUMAN	CLINT1	Clathrin interactor 1	1.11118e+07
Q14683	SMC1A_HUMAN	SMC1A	Structural maintenance of chromosomes protein 1A	2.05617e+07
Q14684	RRP1B_HUMAN	RRP1B	Ribosomal RNA processing protein 1 homolog B	7.49085e+06
Q14687	GSE1_HUMAN	GSE1	Genetic suppressor element 1	1.60054e+06
Q14690	RRP5_HUMAN	PDCD11	Protein RRP5 homolog	9.07208e+06
Q14691	PSF1_HUMAN	GINS1	DNA replication complex GINS protein PSF1	3.5887e+06
Q14692	BMS1_HUMAN	BMS1	Ribosome biogenesis protein BMS1 homolog	1.23002e+07
Q14694	UBP10_HUMAN	USP10	Ubiquitin carboxyl-terminal hydrolase 10	1.45951e+07
Q14696	MESD_HUMAN	MESD	LRP chaperone MESD	1.60226e+07
Q14697	GANAB_HUMAN	GANAB	Neutral alpha-glucosidase AB	7.91518e+07
Q14728	MFS10_HUMAN	MFSD10	Major facilitator superfamily domain-containing protein 10	2.58999e+06
Q14738	2A5D_HUMAN	PPP2R5D	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	6.56552e+06
Q14739	LBR_HUMAN	LBR	Delta(14)-sterol reductase LBR	2.31891e+07
Q14746	COG2_HUMAN	COG2	Conserved oligomeric Golgi complex subunit 2	4.10891e+06
Q14764	MVP_HUMAN	MVP	Major vault protein	8.71706e+06
Q14789	GOGB1_HUMAN	GOLGB1	Golgin subfamily B member 1	3.47505e+06
Q147X3	NAA30_HUMAN	NAA30	N-alpha-acetyltransferase 30	1.24393e+06
Q14807	KIF22_HUMAN	KIF22	Kinesin-like protein KIF22	5.43687e+06
Q14814	MEF2D_HUMAN	MEF2D	Myocyte-specific enhancer factor 2D	1.98384e+06
Q14839	CHD4_HUMAN	CHD4	Chromodomain-helicase-DNA-binding protein 4	2.18861e+07
Q14847	LASP1_HUMAN	LASP1	LIM and SH3 domain protein 1	3.96203e+07
Q14914	PTGR1_HUMAN	PTGR1	Prostaglandin reductase 1	1.57552e+07
Q14919	NC2A_HUMAN	DRAP1	Dr1-associated corepressor	9.11259e+06
Q14966	ZN638_HUMAN	ZNF638	Zinc finger protein 638	5.772e+06
Q14974	IMB1_HUMAN	KPNB1	Importin subunit beta-1	7.86112e+07
Q14978	NOLC1_HUMAN	NOLC1	Nucleolar and coiled-body phosphoprotein 1	7.85823e+07
Q14980	NUMA1_HUMAN	NUMA1	Nuclear mitotic apparatus protein 1	2.12923e+07
Q14997	PSME4_HUMAN	PSME4	Proteasome activator complex subunit 4	4.14988e+06
Q14C86	GAPD1_HUMAN	GAPVD1	GTPase-activating protein and VPS9 domain-containing protein 1	6.78691e+06
Q14CX7	NAA25_HUMAN	NAA25	N-alpha-acetyltransferase 25, NatB auxiliary subunit	5.4787e+06
Q15003	CND2_HUMAN	NCAPH	Condensin complex subunit 2	9.22194e+06
Q15004	PAF15_HUMAN	PCLAF	PCNA-associated factor	7.3864e+06
Q15005	SPCS2_HUMAN	SPCS2	Signal peptidase complex subunit 2	1.78981e+07
Q15006	EMC2_HUMAN	EMC2	ER membrane protein complex subunit 2	9.17627e+06
Q15007	FL2D_HUMAN	WTAP	Pre-mRNA-splicing regulator WTAP	3.97483e+06
Q15008	PSMD6_HUMAN	PSMD6	26S proteasome non-ATPase regulatory subunit 6	1.43006e+07
Q15011	HERP1_HUMAN	HERPUD1	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein	567652
Q15014	MO4L2_HUMAN	MORF4L2	Mortality factor 4-like protein 2	4.91445e+06
Q15018	ABRX2_HUMAN	ABRAXAS2	BRISC complex subunit Abraxas 2	3.46641e+06
Q15019	SEPT2_HUMAN	SEPTIN2	Septin-2	2.10924e+07
Q15020	SART3_HUMAN	SART3	Squamous cell carcinoma antigen recognized by T-cells 3	6.18401e+06
Q15021	CND1_HUMAN	NCAPD2	Condensin complex subunit 1	1.00376e+07
Q15022	SUZ12_HUMAN	SUZ12	Polycomb protein SUZ12	5.57942e+06
Q15024	EXOS7_HUMAN	EXOSC7	Exosome complex component RRP42	7.39988e+06
Q15029	U5S1_HUMAN	EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component	2.9139e+07
Q15031	SYLM_HUMAN	LARS2	Probable leucine--tRNA ligase, mitochondrial	1.88621e+06
Q15041	AR6P1_HUMAN	ARL6IP1	ADP-ribosylation factor-like protein 6-interacting protein 1	9.71515e+06
Q15042	RB3GP_HUMAN	RAB3GAP1	Rab3 GTPase-activating protein catalytic subunit	4.32464e+06
Q15043	S39AE_HUMAN	SLC39A14	Metal cation symporter ZIP14	3.37156e+06
Q15046	SYK_HUMAN	KARS1	Lysine--tRNA ligase	4.71262e+07
Q15050	RRS1_HUMAN	RRS1	Ribosome biogenesis regulatory protein homolog	2.57337e+07
Q15054	DPOD3_HUMAN	POLD3	DNA polymerase delta subunit 3	3.38897e+07
Q15056	IF4H_HUMAN	EIF4H	Eukaryotic translation initiation factor 4H	3.49767e+07
Q15058	KIF14_HUMAN	KIF14	Kinesin-like protein KIF14	960344
Q15059	BRD3_HUMAN	BRD3	Bromodomain-containing protein 3	6.99505e+06
Q15061	WDR43_HUMAN	WDR43	WD repeat-containing protein 43	1.36347e+07
Q15067	ACOX1_HUMAN	ACOX1	Peroxisomal acyl-coenzyme A oxidase 1	1.87451e+06
Q15070	OXA1L_HUMAN	OXA1L	Mitochondrial inner membrane protein OXA1L	1.60609e+07
Q15075	EEA1_HUMAN	EEA1	Early endosome antigen 1	4.19662e+06
Q15084	PDIA6_HUMAN	PDIA6	Protein disulfide-isomerase A6	1.00915e+08
Q15102	PA1B3_HUMAN	PAFAH1B3	Platelet-activating factor acetylhydrolase IB subunit gamma	6.17388e+06
Q15118	PDK1_HUMAN	PDK1	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial	542216
Q15120	PDK3_HUMAN	PDK3	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial	1.86344e+06
Q15121	PEA15_HUMAN	PEA15	Astrocytic phosphoprotein PEA-15	6.62105e+06
Q15125	EBP_HUMAN	EBP	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase	1.6248e+07
Q15126	PMVK_HUMAN	PMVK	Phosphomevalonate kinase	1.11668e+07
Q15149	PLEC_HUMAN	PLEC	Plectin	1.29121e+08
Q15154	PCM1_HUMAN	PCM1	Pericentriolar material 1 protein	1.7529e+06
Q15155	NOMO1_HUMAN	NOMO1	Nodal modulator 1	2.21919e+07
Q15165	PON2_HUMAN	PON2	Serum paraoxonase/arylesterase 2	8.17967e+06
Q15172	2A5A_HUMAN	PPP2R5A	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform	395865
Q15181	IPYR_HUMAN	PPA1	Inorganic pyrophosphatase	9.78437e+07
Q15185	TEBP_HUMAN	PTGES3	Prostaglandin E synthase 3	1.34318e+08
Q15208	STK38_HUMAN	STK38	Serine/threonine-protein kinase 38	1.55135e+06
Q15233	NONO_HUMAN	NONO	Non-POU domain-containing octamer-binding protein	1.02159e+08
Q15257	PTPA_HUMAN	PTPA	Serine/threonine-protein phosphatase 2A activator	1.16376e+07
Q15269	PWP2_HUMAN	PWP2	Periodic tryptophan protein 2 homolog	8.50086e+06
Q15286	RAB35_HUMAN	RAB35	Ras-related protein Rab-35	9.662e+06
Q15287	RNPS1_HUMAN	RNPS1	RNA-binding protein with serine-rich domain 1	2.82962e+07
Q15291	RBBP5_HUMAN	RBBP5	Retinoblastoma-binding protein 5	2.20074e+06
Q15293	RCN1_HUMAN	RCN1	Reticulocalbin-1	7.06606e+07
Q15334	L2GL1_HUMAN	LLGL1	Lethal(2) giant larvae protein homolog 1	1.51607e+06
Q15345	LRC41_HUMAN	LRRC41	Leucine-rich repeat-containing protein 41	788692
Q15363	TMED2_HUMAN	TMED2	Transmembrane emp24 domain-containing protein 2	3.67615e+07
Q15365	PCBP1_HUMAN	PCBP1	Poly(rC)-binding protein 1	1.76485e+08
Q15366	PCBP2_HUMAN	PCBP2	Poly(rC)-binding protein 2	8.14829e+07
Q15369	ELOC_HUMAN	ELOC	Elongin-C	3.27085e+07
Q15370	ELOB_HUMAN	ELOB	Elongin-B	3.12635e+07
Q15382	RHEB_HUMAN	RHEB	GTP-binding protein Rheb	5.97006e+06
Q15386	UBE3C_HUMAN	UBE3C	Ubiquitin-protein ligase E3C	2.79513e+06
Q15388	TOM20_HUMAN	TOMM20	Mitochondrial import receptor subunit TOM20 homolog	5.23717e+06
Q15392	DHC24_HUMAN	DHCR24	Delta(24)-sterol reductase	1.93484e+06
Q15393	SF3B3_HUMAN	SF3B3	Splicing factor 3B subunit 3	2.41024e+07
Q15397	PUM3_HUMAN	PUM3	Pumilio homolog 3	8.94797e+06
Q15398	DLGP5_HUMAN	DLGAP5	Disks large-associated protein 5	1.89581e+06
Q15404	RSU1_HUMAN	RSU1	Ras suppressor protein 1	5.15467e+06
Q15418	KS6A1_HUMAN	RPS6KA1	Ribosomal protein S6 kinase alpha-1	4.79984e+06
Q15424	SAFB1_HUMAN	SAFB	Scaffold attachment factor B1	1.84973e+07
Q15427	SF3B4_HUMAN	SF3B4	Splicing factor 3B subunit 4	1.26411e+07
Q15428	SF3A2_HUMAN	SF3A2	Splicing factor 3A subunit 2	1.72172e+07
Q15434	RBMS2_HUMAN	RBMS2	RNA-binding motif, single-stranded-interacting protein 2	1.95773e+06
Q15435	PP1R7_HUMAN	PPP1R7	Protein phosphatase 1 regulatory subunit 7	5.13063e+06
Q15436	SC23A_HUMAN	SEC23A	Protein transport protein Sec23A	1.83606e+07
Q15437	SC23B_HUMAN	SEC23B	Protein transport protein Sec23B	2.79139e+06
Q15459	SF3A1_HUMAN	SF3A1	Splicing factor 3A subunit 1	2.99728e+07
Q15477	SKIV2_HUMAN	SKIV2L	Helicase SKI2W	2.49108e+06
Q15526	SURF1_HUMAN	SURF1	Surfeit locus protein 1	1.16079e+06
Q15528	MED22_HUMAN	MED22	Mediator of RNA polymerase II transcription subunit 22	928842
Q15542	TAF5_HUMAN	TAF5	Transcription initiation factor TFIID subunit 5	1.8286e+06
Q15545	TAF7_HUMAN	TAF7	Transcription initiation factor TFIID subunit 7	1.76189e+06
Q15554	TERF2_HUMAN	TERF2	Telomeric repeat-binding factor 2	4.11094e+06
Q15555	MARE2_HUMAN	MAPRE2	Microtubule-associated protein RP/EB family member 2	1.58758e+06
Q15599	NHRF2_HUMAN	SLC9A3R2	Na(+)/H(+) exchange regulatory cofactor NHE-RF2	4.09293e+06
Q15631	TSN_HUMAN	TSN	Translin	2.08089e+07
Q15637	SF01_HUMAN	SF1	Splicing factor 1	2.71506e+07
Q15642	CIP4_HUMAN	TRIP10	Cdc42-interacting protein 4	1.75571e+07
Q15645	PCH2_HUMAN	TRIP13	Pachytene checkpoint protein 2 homolog	1.18594e+07
Q15648	MED1_HUMAN	MED1	Mediator of RNA polymerase II transcription subunit 1	2.58042e+06
Q15650	TRIP4_HUMAN	TRIP4	Activating signal cointegrator 1	1.76273e+06
Q15651	HMGN3_HUMAN	HMGN3	High mobility group nucleosome-binding domain-containing protein 3	3.41044e+06
Q15654	TRIP6_HUMAN	TRIP6	Thyroid receptor-interacting protein 6	6.2569e+06
Q15691	MARE1_HUMAN	MAPRE1	Microtubule-associated protein RP/EB family member 1	2.20886e+07
Q15699	ALX1_HUMAN	ALX1	ALX homeobox protein 1	3.37175e+06
Q15714	T22D1_HUMAN	TSC22D1	TSC22 domain family protein 1	6.59407e+06
Q15717	ELAV1_HUMAN	ELAVL1	ELAV-like protein 1	4.99311e+07
Q15738	NSDHL_HUMAN	NSDHL	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	5.77656e+06
Q15750	TAB1_HUMAN	TAB1	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1	2.35767e+06
Q15758	AAAT_HUMAN	SLC1A5	Neutral amino acid transporter B(0)	1.85167e+07
Q15785	TOM34_HUMAN	TOMM34	Mitochondrial import receptor subunit TOM34	1.10296e+07
Q15797;Q99717	SMAD1_HUMAN;SMAD5_HUMAN	SMAD1;SMAD5	Mothers against decapentaplegic homolog 1	1.35198e+06
Q15800	MSMO1_HUMAN	MSMO1	Methylsterol monooxygenase 1	239848
Q15811	ITSN1_HUMAN	ITSN1	Intersectin-1	6.6605e+06
Q15813	TBCE_HUMAN	TBCE	Tubulin-specific chaperone E	6.11324e+06
Q15814	TBCC_HUMAN	TBCC	Tubulin-specific chaperone C	2.58911e+06
Q15819	UB2V2_HUMAN	UBE2V2	Ubiquitin-conjugating enzyme E2 variant 2	2.95743e+07
Q15833	STXB2_HUMAN	STXBP2	Syntaxin-binding protein 2	1.95612e+07
Q15836	VAMP3_HUMAN	VAMP3	Vesicle-associated membrane protein 3	1.35174e+07
Q15843	NEDD8_HUMAN	NEDD8	NEDD8	3.42101e+07
Q15904	VAS1_HUMAN	ATP6AP1	V-type proton ATPase subunit S1	6.16782e+06
Q15907	RB11B_HUMAN	RAB11B	Ras-related protein Rab-11B	4.58098e+07
Q15910	EZH2_HUMAN	EZH2	Histone-lysine N-methyltransferase EZH2	1.57376e+06
Q15942	ZYX_HUMAN	ZYX	Zyxin	1.00769e+07
Q16181	SEPT7_HUMAN	SEPTIN7	Septin-7	1.53305e+07
Q16186	ADRM1_HUMAN	ADRM1	Proteasomal ubiquitin receptor ADRM1	2.07078e+07
Q16204	CCDC6_HUMAN	CCDC6	Coiled-coil domain-containing protein 6	4.11035e+06
Q16222	UAP1_HUMAN	UAP1	UDP-N-acetylhexosamine pyrophosphorylase	3.51671e+06
Q16254	E2F4_HUMAN	E2F4	Transcription factor E2F4	1.95394e+06
Q16401	PSMD5_HUMAN	PSMD5	26S proteasome non-ATPase regulatory subunit 5	1.75128e+07
Q16512	PKN1_HUMAN	PKN1	Serine/threonine-protein kinase N1	624949
Q16513	PKN2_HUMAN	PKN2	Serine/threonine-protein kinase N2	4.57831e+06
Q16527	CSRP2_HUMAN	CSRP2	Cysteine and glycine-rich protein 2	709960
Q16531	DDB1_HUMAN	DDB1	DNA damage-binding protein 1	3.76168e+07
Q16537	2A5E_HUMAN	PPP2R5E	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	1.25963e+06
Q16539	MK14_HUMAN	MAPK14	Mitogen-activated protein kinase 14	7.14444e+06
Q16540	RM23_HUMAN	MRPL23	39S ribosomal protein L23, mitochondrial	3.09736e+06
Q16543	CDC37_HUMAN	CDC37	Hsp90 co-chaperone Cdc37	3.22718e+07
Q16555	DPYL2_HUMAN	DPYSL2	Dihydropyrimidinase-related protein 2	1.77893e+07
Q16563	SYPL1_HUMAN	SYPL1	Synaptophysin-like protein 1	1.64384e+07
Q16576	RBBP7_HUMAN	RBBP7	Histone-binding protein RBBP7	2.86097e+07
Q16594;Q9HBM6	TAF9B_HUMAN;TAF9_HUMAN	TAF9;TAF9B	Transcription initiation factor TFIID subunit 9	1.10951e+06
Q16595	FRDA_HUMAN	FXN	Frataxin, mitochondrial	8.89162e+06
Q16629	SRSF7_HUMAN	SRSF7	Serine/arginine-rich splicing factor 7	8.65053e+07
Q16630	CPSF6_HUMAN	CPSF6	Cleavage and polyadenylation specificity factor subunit 6	2.56556e+07
Q16637	SMN_HUMAN	SMN1	Survival motor neuron protein	4.48919e+07
Q16643	DREB_HUMAN	DBN1	Drebrin	3.27073e+06
Q16656	NRF1_HUMAN	NRF1	Nuclear respiratory factor 1	4.40205e+06
Q16658	FSCN1_HUMAN	FSCN1	Fascin	6.50071e+07
Q16666	IF16_HUMAN	IFI16	Gamma-interferon-inducible protein 16	2.60635e+07
Q16698	DECR_HUMAN	DECR1	2,4-dienoyl-CoA reductase, mitochondrial	1.2158e+07
Q16718	NDUA5_HUMAN	NDUFA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	1.06442e+07
Q16719	KYNU_HUMAN	KYNU	Kynureninase	1.03168e+08
Q16740	CLPP_HUMAN	CLPP	ATP-dependent Clp protease proteolytic subunit, mitochondrial	1.1149e+07
Q16762	THTR_HUMAN	TST	Thiosulfate sulfurtransferase	9.10191e+06
Q16763	UBE2S_HUMAN	UBE2S	Ubiquitin-conjugating enzyme E2 S	4.0073e+06
Q16773	KAT1_HUMAN	KYAT1	Kynurenine--oxoglutarate transaminase 1	1.57607e+06
Q16775	GLO2_HUMAN	HAGH	Hydroxyacylglutathione hydrolase, mitochondrial	6.14275e+06
Q16777;Q6FI13	H2A2A_HUMAN;H2A2C_HUMAN	H2AC18;H2AC20	Histone H2A type 2-C	2.52631e+09
Q16790	CAH9_HUMAN	CA9	Carbonic anhydrase 9	1.90992e+07
Q16795	NDUA9_HUMAN	NDUFA9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	8.39443e+06
Q16822	PCKGM_HUMAN	PCK2	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial	1.05827e+07
Q16836	HCDH_HUMAN	HADH	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	2.31147e+07
Q16850	CP51A_HUMAN	CYP51A1	Lanosterol 14-alpha demethylase	4.55951e+06
Q16851	UGPA_HUMAN	UGP2	UTP--glucose-1-phosphate uridylyltransferase	1.56031e+07
Q16877	F264_HUMAN	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4	3.24823e+07
Q16881	TRXR1_HUMAN	TXNRD1	Thioredoxin reductase 1, cytoplasmic	1.15112e+08
Q16891	MIC60_HUMAN	IMMT	MICOS complex subunit MIC60	2.95346e+07
Q17334	ADH1_CAEEL	sodh-1	Alcohol dehydrogenase 1	9.60732e+07
Q17335	ADHX_CAEEL	H24K24.3	Alcohol dehydrogenase class-3	1.50972e+07
Q17339	GLD1_CAEEL	gld-1	Female germline-specific tumor suppressor gld-1	3.02356e+06
